subject,stimulus,threshold,start_s,duration_s,n_samples,kind
R2-03,BOR,0.5,316.793336,0.234216,28,blink
R2-03,BOR,0.5,317.484658,0.25106,30,blink
R2-03,BOR,0.5,318.192685,0.241015,28,blink
R2-03,BOR,0.5,318.951364,0.267179,32,blink
R2-03,BOR,0.5,319.492963,0.250571,30,blink
R2-03,BOR,0.5,321.209091,0.148612,15,blink
R2-03,BOR,0.5,321.365022,0.169639,21,blink
R2-03,BOR,0.5,322.258593,0.192567,23,blink
R2-03,BOR,0.5,323.671522,0.172235,23,blink
R2-03,BOR,0.5,325.791048,0.20108,24,blink
R2-03,BOR,0.5,327.17424,0.209025,25,blink
R2-03,BOR,0.5,329.4742,0.225187,27,blink
R2-03,BOR,0.5,330.748084,0.217554,26,blink
R2-03,BOR,0.5,331.697459,0.234239,28,blink
R2-03,BOR,0.5,333.554958,0.168565,20,blink
R2-03,BOR,0.5,334.08893,0.234516,28,blink
R2-03,BOR,0.5,335.280422,0.292573,35,blink
R2-03,BOR,0.5,336.779943,0.275905,33,blink
R2-03,BOR,0.5,340.370666,0.242689,29,blink
R2-03,BOR,0.5,341.737036,0.267598,32,blink
R2-03,BOR,0.5,343.036655,0.284295,34,blink
R2-03,BOR,0.5,345.036025,0.267746,32,blink
R2-03,BOR,0.5,345.827912,0.275781,33,blink
R2-03,BOR,0.5,347.236666,0.2667,32,blink
R2-03,BOR,0.5,348.360092,0.284507,34,blink
R2-03,BOR,0.5,351.001218,0.234388,28,blink
R2-03,BOR,0.5,352.842562,0.250808,30,blink
R2-03,BOR,0.5,354.433843,0.292542,35,blink
R2-03,BOR,0.5,357.807816,0.275918,33,blink
R2-03,BOR,0.5,360.856923,0.209567,25,blink
R2-03,BOR,0.5,362.090686,0.233859,28,blink
R2-03,BOR,0.5,362.924251,0.233274,28,blink
R2-03,BOR,0.5,363.689939,0.242527,29,blink
R2-03,BOR,0.5,364.364533,0.259606,30,blink
R2-03,BOR,0.5,366.855777,0.184155,22,blink
R2-03,BOR,0.5,368.354873,0.226344,27,blink
R2-03,BOR,0.5,373.095507,0.200697,24,blink
R2-03,BOR,0.5,373.678534,0.334777,40,blink
R2-03,BOR,0.5,377.886155,0.217577,26,blink
R2-03,BOR,0.5,379.568746,0.192602,23,blink
R2-03,BOR,0.5,380.794004,0.200605,24,blink
R2-03,BOR,0.5,381.560138,0.142586,17,blink
R2-03,BOR,0.5,383.859642,0.24293,29,blink
R2-03,BOR,0.5,391.058151,0.108393,13,blink
R2-03,BOR,0.5,392.890456,0.251101,30,blink
R2-03,BOR,0.5,395.348732,0.217059,26,blink
R2-03,BOR,0.5,398.555774,0.326219,39,blink
R2-03,BOR,0.5,399.439001,0.18709,22,blink
R2-03,BOR,0.5,401.247566,0.225931,27,blink
R2-03,BOR,0.5,402.754764,0.21755,26,blink
R2-03,BOR,0.5,403.687909,0.226072,27,blink
R2-03,BOR,0.5,404.554628,0.217546,26,blink
R2-03,BOR,0.5,405.41893,0.077855,12,blink
R2-03,BOR,0.5,410.102942,0.242496,29,blink
R2-03,BOR,0.5,413.727,0.21783,26,blink
R2-03,BOR,0.5,421.515808,0.21023,25,blink
R2-03,BOR,0.5,423.241287,0.209404,25,blink
R2-03,BOR,0.5,424.899547,0.225628,27,blink
R2-03,BOR,0.5,426.015462,0.242601,29,blink
R2-03,BOR,0.5,430.263929,0.251493,30,blink
R2-03,BOR,0.5,432.730472,0.251186,30,blink
R2-03,BOR,0.5,433.746701,0.267825,32,blink
R2-03,BOR,0.5,434.988546,0.259292,31,blink
R2-03,BOR,0.5,436.029085,0.218276,26,blink
R2-03,BOR,0.5,438.945466,0.201272,24,blink
R2-03,BOR,0.5,446.250661,0.235629,28,blink
R2-03,BOR,0.5,451.242684,0.235305,28,blink
R2-03,BOR,0.5,451.842341,0.251134,30,blink
R2-03,BOR,0.5,453.467426,0.258963,31,blink
R2-03,BOR,0.5,457.107523,0.27984,31,blink
R2-03,BOR,0.5,458.007682,0.301074,36,blink
R2-03,BOR,0.5,461.831294,0.234552,28,blink
R2-03,BOR,0.5,462.906196,0.242701,29,blink
R2-03,BOR,0.5,463.972719,0.251005,30,blink
R2-03,BOR,0.5,465.705497,0.259391,31,blink
R2-03,BOR,0.5,466.930213,0.226149,27,blink
R2-03,BOR,0.5,468.391043,0.239911,29,blink
R2-03,BOR,0.5,469.013139,0.292494,35,blink
R2-03,BOR,0.5,471.195987,0.192518,23,blink
R2-03,BOR,0.5,471.454151,0.292612,35,blink
R2-03,BOR,0.5,478.701567,0.151369,18,blink
R2-03,BOR,0.5,480.227525,0.183549,22,blink
R2-03,BOR,0.5,483.067707,0.220735,26,blink
R2-03,BOR,0.5,484.884186,0.250604,30,blink
R2-03,BOR,0.5,486.474248,0.21892,26,blink
R2-03,BOR,0.5,487.391971,0.278455,31,blink
R2-03,BOR,0.5,490.67474,0.242226,29,blink
R2-03,BOR,0.5,492.11536,0.226143,27,blink
R2-03,BOR,0.5,492.668998,0.214085,27,blink
R2-03,BOR,0.5,493.382169,0.259915,29,blink
R2-03,BOR,0.5,494.015218,0.225969,27,blink
R2-03,BOR,0.5,495.773781,0.283415,34,blink
R2-03,BOR,0.5,496.906411,0.275681,33,blink
R2-03,BOR,0.5,497.963731,0.219306,26,blink
R2-03,BOR,0.5,499.18027,0.284565,34,blink
R2-03,BOR,0.5,500.02249,0.296162,35,blink
R2-03,BOR,0.5,501.587973,0.259582,31,blink
R2-03,BOR,0.5,502.862762,0.276219,33,blink
R2-03,BOR,0.5,504.779105,0.309201,37,blink
R2-03,BOR,0.5,506.178638,0.292673,35,blink
R2-03,BOR,0.5,507.936501,0.292822,35,blink
R2-03,BOR,0.5,510.287186,0.25813,31,blink
R2-03,BOR,0.5,512.628259,0.249901,32,blink
R2-03,BOR,0.5,516.309505,0.234303,28,blink
R2-03,BOR,0.5,517.4591,0.2923,35,blink
R2-03,BOR,0.5,519.300259,0.467524,56,blink
R2-03,BOR,0.5,520.386029,0.288055,36,blink
R2-03,BOR,0.5,522.633091,0.250427,30,blink
R2-03,BOR,0.5,528.430945,0.318,38,blink
R2-03,BOR,0.5,529.064692,0.234105,28,blink
R2-03,BOR,0.5,537.395329,0.217996,26,blink
R2-03,BOR,0.5,543.302421,0.184873,22,blink
R2-03,BOR,0.5,543.85223,0.25952,31,blink
R2-03,BOR,0.5,546.003319,0.311931,36,blink
R2-03,BOR,0.5,547.901162,0.301802,36,blink
R2-03,BOR,0.5,550.059209,0.326227,39,blink
R2-03,BOR,0.5,551.792037,0.219,26,blink
R2-03,BOR,0.5,552.750065,0.2678,32,blink
R2-03,BOR,0.5,553.77494,0.292677,35,blink
R2-03,BOR,0.5,558.743629,0.264358,32,blink
R2-03,BOR,0.5,563.389776,0.233667,28,blink
R2-03,BOR,0.5,564.105517,0.292779,35,blink
R2-03,BOR,0.5,569.879142,0.234574,28,blink
R2-03,BOR,0.5,571.222367,0.22422,27,blink
R2-03,BOR,0.5,572.910765,0.210218,25,blink
R2-03,BOR,0.5,574.128271,0.259139,31,blink
R2-03,BOR,0.5,575.169271,0.326239,39,blink
R2-03,BOR,0.5,576.510382,0.376296,45,blink
R2-03,BOR,0.5,577.518755,0.377857,45,blink
R2-03,BOR,0.5,578.943642,0.267433,32,blink
R2-03,BOR,0.5,580.43496,0.275967,33,blink
R2-03,BOR,0.5,585.577633,0.265154,32,blink
R2-03,BOR,0.5,591.031994,0.292993,35,blink
R2-03,BOR,0.5,594.247756,0.234674,28,blink
R2-03,BOR,0.5,594.714539,0.226019,27,blink
R2-03,BOR,0.5,596.122643,0.250462,28,blink
R2-03,BOR,0.5,596.922273,0.267713,32,blink
R2-03,BOR,0.5,600.666187,0.230645,31,blink
R2-03,BOR,0.5,603.037614,0.227334,27,blink
R2-03,BOR,0.5,605.445581,0.248974,27,blink
R2-03,BOR,0.5,606.211846,0.250714,30,blink
R2-03,BOR,0.5,610.076855,0.221374,26,blink
R2-03,BOR,0.5,614.859286,0.284741,34,blink
R2-03,BOR,0.5,633.155364,0.242074,29,blink
R2-03,BOR,0.5,638.770355,0.217313,26,blink
R2-03,BOR,0.5,640.036617,0.237115,27,blink
R2-03,BOR,0.5,640.603252,0.284012,34,blink
R2-03,BOR,0.5,641.961213,0.250857,30,blink
R2-03,BOR,0.5,643.81074,0.234018,28,blink
R2-03,BOR,0.5,645.262247,0.424849,47,blink
R2-03,BOR,0.5,646.893496,0.259062,31,blink
R2-03,BOR,0.5,652.433956,0.25038,30,blink
R2-03,BOR,0.5,655.167048,0.283114,34,blink
R2-03,BOR,0.5,657.107181,0.267766,32,blink
R2-03,BOR,0.5,661.556159,0.284322,34,blink
R2-03,BOR,0.5,664.340706,0.293076,38,blink
R2-03,BOR,0.5,667.221366,0.209055,25,blink
R2-03,BOR,0.5,674.569202,0.234532,28,blink
R2-03,BOR,0.5,678.734924,0.301125,36,blink
R2-03,BOR,0.5,680.335298,0.216973,29,blink
R2-03,BOR,0.5,684.908559,0.275943,33,blink
R2-03,BOR,0.5,686.263401,0.27069,33,blink
R2-03,BOR,0.5,688.041134,0.246961,29,blink
R2-03,BOR,0.5,688.965706,0.30097,36,blink
R2-03,BOR,0.5,690.782381,0.259821,31,blink
R2-03,BOR,0.5,692.566731,0.249236,30,blink
R2-03,BOR,0.5,694.514621,0.300727,36,blink
R2-03,BOR,0.5,698.396673,0.225876,27,blink
R2-03,BOR,0.5,704.012033,0.267539,32,blink
R2-03,BOR,0.5,723.590383,0.200767,24,blink
R2-03,BOR,0.5,724.690368,0.267298,32,blink
R2-03,BOR,0.5,726.406237,0.283098,30,blink
R2-03,BOR,0.5,728.380689,0.192527,23,blink
R2-03,BOR,0.5,736.012812,0.244033,29,blink
R2-03,BOR,0.5,737.961619,0.276016,33,blink
R2-03,BOR,0.5,740.194345,0.267707,32,blink
R2-03,BOR,0.5,752.433097,0.259228,31,blink
R2-03,BOR,0.5,753.67934,0.220799,29,blink
R2-03,BOR,0.5,754.722943,0.235337,28,blink
R2-03,BOR,0.5,756.348884,0.217356,26,blink
R2-03,BOR,0.5,758.773207,0.242618,29,blink
R2-03,BOR,0.5,760.897296,0.175452,21,blink
R2-03,BOR,0.5,768.828093,0.184988,22,blink
R2-03,BOR,0.5,771.461449,0.237879,26,blink
R2-03,BOR,0.5,774.194155,0.175951,21,blink
R2-03,BOR,0.5,774.994276,0.225499,27,blink
R2-03,BOR,0.5,778.276826,0.200323,24,blink
R2-03,BOR,0.5,779.766536,0.244022,29,blink
R2-03,BOR,0.5,786.816059,0.275938,33,blink
R2-03,BOR,0.5,790.198558,0.292654,35,blink
R2-03,BOR,0.5,795.597394,0.030287,2,blink
R2-03,BOR,0.5,796.326522,0.263101,32,blink
R2-03,BOR,0.5,801.903862,0.275952,33,blink
R2-03,BOR,0.5,803.845156,0.242458,29,blink
R2-03,BOR,0.5,805.177994,0.1926,23,blink
R2-03,BOR,0.5,806.869244,0.192727,23,blink
R2-03,BOR,0.5,809.143861,0.209098,25,blink
R2-03,BOR,0.5,810.911293,0.216195,26,blink
R2-03,BOR,0.5,812.409776,0.269259,31,blink
R2-03,BOR,0.5,814.975607,0.2008,24,blink
R2-03,BOR,0.5,816.483381,0.217631,26,blink
R2-03,BOR,0.5,817.499748,0.234316,28,blink
R2-03,BOR,0.5,818.507966,0.209338,25,blink
R2-03,BOR,0.5,819.600819,0.2746,33,blink
R2-03,BOR,0.5,821.707218,0.267774,32,blink
R2-03,BOR,0.5,822.765377,0.259077,31,blink
R2-03,BOR,0.5,824.390205,0.242223,29,blink
R2-03,BOR,0.5,825.481403,0.234146,28,blink
R2-03,BOR,0.5,826.40623,0.23474,28,blink
R2-03,BOR,0.5,828.372121,0.267637,32,blink
R2-03,BOR,0.5,829.455514,0.25907,31,blink
R2-03,BOR,0.5,830.30936,0.254863,34,blink
R2-03,BOR,0.5,831.147124,0.275453,33,blink
R2-03,BOR,0.5,832.363106,0.23394,28,blink
R2-03,BOR,0.5,835.036744,0.201195,24,blink
R2-03,BOR,0.5,835.686602,0.267935,32,blink
R2-03,BOR,0.5,837.503014,0.251167,30,blink
R2-03,BOR,0.5,840.560732,0.250835,30,blink
R2-03,BOR,0.5,841.968603,0.242422,29,blink
R2-03,BOR,0.5,846.00121,0.20072,24,blink
R2-03,BOR,0.5,847.417475,0.217494,26,blink
R2-03,BOR,0.5,849.544437,0.206588,25,blink
R2-03,BOR,0.5,851.591307,0.209264,25,blink
R2-03,BOR,0.5,853.340743,0.292796,35,blink
R2-03,BOR,0.5,854.582184,0.226052,27,blink
R2-03,BOR,0.5,855.765203,0.200954,24,blink
R2-03,BOR,0.5,856.998182,0.307181,36,blink
R2-03,BOR,0.5,858.531101,0.254946,30,blink
R2-03,BOR,0.5,859.214336,0.384284,46,blink
R2-03,BOR,0.5,860.122413,0.25934,31,blink
R2-03,BOR,0.5,862.630099,0.250987,30,blink
R2-03,BOR,0.5,864.154821,0.259768,31,blink
R2-03,BOR,0.5,865.596709,0.275423,33,blink
R2-03,BOR,0.5,866.56288,0.27549,33,blink
R2-03,BOR,0.5,868.428911,0.275717,33,blink
R2-03,BOR,0.5,878.375848,0.184629,22,blink
R2-03,BOR,0.5,879.416913,0.244611,29,blink
R2-03,BOR,0.5,883.866507,0.209033,25,blink
R2-03,BOR,0.5,886.673862,0.184419,26,blink
R2-03,BOR,0.5,891.038419,0.294902,31,blink
R2-03,BOR,0.5,892.76428,0.250845,30,blink
R2-03,BOR,0.5,895.346998,0.343221,37,blink
R2-03,BOR,0.5,896.513664,0.308675,37,blink
R2-03,BOR,0.5,897.471403,0.242484,29,blink
R2-03,BOR,0.5,898.315554,0.192446,28,blink
R2-03,BOR,0.5,899.070942,0.275916,33,blink
R2-03,BOR,0.5,900.420878,0.20975,25,blink
R2-03,BOR,0.5,900.87876,0.252141,30,blink
R2-03,BOR,0.5,901.961592,0.277044,33,blink
R2-03,BOR,0.5,907.685588,0.250657,30,blink
R2-03,BOR,0.5,908.684528,0.176539,21,blink
R2-03,BOR,0.5,911.306701,0.178792,24,blink
R2-03,BOR,0.5,912.417425,0.254101,28,blink
R2-03,BOR,0.5,914.333698,0.19264,23,blink
R2-03,BOR,0.5,915.233849,0.217053,26,blink
R2-03,BOR,0.5,917.757674,0.151039,18,blink
R2-03,BOR,0.5,918.95762,0.350918,42,blink
R2-03,BOR,0.5,920.390357,0.289602,34,blink
R2-03,BOR,0.5,921.740357,0.242215,29,blink
R2-03,BOR,0.5,924.106126,0.125983,15,blink
R2-03,BOR,0.5,924.92261,0.225942,27,blink
R2-03,BOR,0.5,930.929524,0.21741,26,blink
R2-03,BOR,0.5,931.962642,0.201854,24,blink
R2-03,BOR,0.5,932.862646,0.283939,34,blink
R2-03,BOR,0.5,934.280035,0.199386,26,blink
R2-03,BOR,0.5,935.070082,0.083841,10,blink
R2-03,BOR,0.5,935.878739,0.310182,37,blink
R2-03,BOR,0.5,936.728278,0.268907,32,blink
R2-03,BOR,0.5,939.702218,0.184234,22,blink
R2-03,BOR,0.5,942.035098,0.253826,28,blink
R2-03,BOR,0.5,943.257261,0.253396,31,blink
R2-03,BOR,0.5,950.28642,0.131499,16,blink
R2-03,BOR,0.5,953.307322,0.191477,23,blink
R2-03,BOR,0.5,955.473097,0.165422,19,blink
R2-03,BOR,0.5,958.564338,0.243952,29,blink
R2-03,BOR,0.5,969.629105,0.0575650000001,7,blink
R2-03,BOR,0.5,973.351062,0.227645,27,blink
R2-03,BOR,0.5,974.152011,0.242358,29,blink
R2-03,BOR,0.5,976.076333,0.234416,28,blink
R2-03,BOR,0.5,977.342657,0.209334,25,blink
R2-03,BOR,0.5,981.791814,0.200845,24,blink
R2-03,BOR,0.5,983.682942,0.22599,27,blink
R2-03,BOR,0.5,985.690835,0.259016,31,blink
R2-03,BOR,0.5,987.956671,0.262087,31,blink
R2-03,BOR,0.5,990.522829,0.183727,22,blink
R2-03,BOR,0.5,993.380064,0.226297,27,blink
R2-03,BOR,0.5,995.679725,0.159713,21,blink
R2-03,BOR,0.5,997.579146,0.276142,33,blink
R2-03,BOR,0.5,1002.986195,0.325862,39,blink
R2-03,BOR,0.5,1005.62802,0.208443,26,blink
R2-03,BOR,0.5,1008.677355,0.232987,29,blink
R2-03,BOR,0.5,1016.21444,0.244787,30,blink
R2-03,BOR,0.5,1017.008115,0.260165,31,blink
R2-03,BOR,0.5,1017.695655,0.204539,25,blink
R2-03,BOR,0.5,1018.582164,0.259125,31,blink
R2-03,BOR,0.5,1019.948944,0.217278,26,blink
R2-03,BOR,0.5,1021.048393,0.250677,30,blink
R2-03,BOR,0.5,1022.689907,0.300294,36,blink
R2-03,BOR,0.5,1024.088782,0.318392,38,blink
R2-03,BOR,0.5,1026.938134,0.267789,32,blink
R2-03,BOR,0.5,1029.513088,0.308975,37,blink
R2-03,BOR,0.5,1033.680228,0.274499,33,blink
R2-03,BOR,0.5,1037.352609,0.2261,27,blink
R2-03,BOR,0.5,1037.994153,0.247412,29,blink
R2-03,BOR,0.5,1038.910716,0.175471,21,blink
R2-03,BOR,0.5,1039.627003,0.175545,21,blink
R2-03,BOR,0.5,1040.568576,0.233966,28,blink
R2-03,BOR,0.5,1041.417966,0.254953,29,blink
R2-03,BOR,0.5,1043.934637,0.258914,31,blink
R2-03,BOR,0.5,1046.391767,0.209758,25,blink
R2-03,BOR,0.5,1047.141769,0.275393,33,blink
R2-03,BOR,0.5,1047.857823,0.134748,16,blink
R2-03,BOR,0.5,1048.550227,0.283779,34,blink
R2-03,BOR,0.5,1049.107712,0.267857,32,blink
R2-03,BOR,0.5,1049.840634,0.234804,28,blink
R2-03,BOR,0.5,1051.68186,0.218214,31,blink
R2-03,BOR,0.5,1052.032251,0.243329,27,blink
R2-03,BOR,0.5,1054.581461,0.242981,29,blink
R2-03,BOR,0.5,1057.630512,0.226304,27,blink
R2-03,BOR,0.5,1058.955336,0.317465,36,blink
R2-03,BOR,0.5,1060.32983,0.210987,25,blink
R2-03,BOR,0.5,1061.013384,0.267627,32,blink
R2-03,BOR,0.5,1062.487485,0.242851,29,blink
R2-03,BOR,0.5,1063.213485,0.250165,30,blink
R2-03,BOR,0.5,1063.804363,0.258776,31,blink
R2-03,BOR,0.5,1064.495808,0.325965,39,blink
R2-03,BOR,0.5,1066.268486,0.245238,31,blink
R2-03,BOR,0.5,1069.927813,0.242442,29,blink
R2-03,BOR,0.5,1071.935688,0.183826,22,blink
R2-03,BOR,0.5,1076.680859,0.237835,29,blink
R2-03,BOR,0.5,1077.616331,0.302229,36,blink
R2-03,BOR,0.5,1081.041043,0.234024,26,blink
R2-03,BOR,0.5,1081.916846,0.191805,23,blink
R2-03,BOR,0.5,1083.731346,0.160738,19,blink
R2-03,BOR,0.5,1085.671197,0.220089,27,blink
R2-03,BOR,0.5,1088.623093,0.225821,27,blink
R2-03,BOR,0.5,1089.514425,0.234316,28,blink
R2-03,BOR,0.5,1090.480536,0.167741,20,blink
R2-03,BOR,0.5,1092.080342,0.2512,30,blink
R2-03,BOR,0.5,1092.830059,0.29269,35,blink
R2-03,BOR,0.5,1093.529935,0.309286,37,blink
R2-03,BOR,0.5,1094.535924,0.203095,24,blink
R2-03,BOR,0.5,1095.205845,0.241496,29,blink
R2-03,BOR,0.5,1097.26662,0.23842,29,blink
R2-03,BOR,0.5,1100.191945,0.237547,30,blink
R2-03,BOR,0.5,1104.110519,0.234584,28,blink
R2-03,BOR,0.5,1107.050443,0.227254,27,blink
R2-03,BOR,0.5,1109.150932,0.217688,26,blink
R2-03,BOR,0.5,1112.600039,0.275979,33,blink
R2-03,BOR,0.5,1113.671848,0.228868,28,blink
R2-03,BOR,0.5,1116.000118,0.275415,29,blink
R2-03,BOR,0.5,1116.749417,0.233882,28,blink
R2-03,BOR,0.5,1117.390762,0.291805,33,blink
R2-03,BOR,0.5,1117.990642,0.276132,29,blink
R2-03,BOR,0.5,1118.680336,0.20248,27,blink
R2-03,BOR,0.5,1119.289911,0.217845,26,blink
R2-03,BOR,0.5,1121.264546,0.184409,25,blink
R2-03,BOR,0.5,1122.254948,0.193759,24,blink
R2-03,BOR,0.5,1123.397413,0.192303,23,blink
R2-03,BOR,0.5,1125.605367,0.234246,28,blink
R2-03,BOR,0.5,1130.630344,0.182998,24,blink
R2-03,BOR,0.5,1131.903454,0.209343,25,blink
R2-03,BOR,0.5,1135.586158,0.234008,28,blink
R2-03,BOR,0.5,1138.726731,0.225833,27,blink
R2-03,BOR,0.5,1140.71799,0.217692,26,blink
R2-03,BOR,0.5,1143.800563,0.217517,26,blink
R2-03,BOR,0.5,1144.991843,0.209469,25,blink
R2-03,BOR,0.5,1147.458106,0.300738,36,blink
R2-03,BOR,0.5,1150.241536,0.249533,30,blink
R2-03,BOR,0.5,1152.531865,0.21719,26,blink
R2-03,BOR,0.5,1153.806394,0.225721,27,blink
R2-03,BOR,0.5,1156.166314,0.23211,28,blink
R2-03,BOR,0.5,1156.864259,0.284055,34,blink
R2-03,BOR,0.5,1158.047225,0.275697,33,blink
R2-03,BOR,0.5,1158.547132,0.300814,36,blink
R2-03,BOR,0.5,1159.72163,0.284205,34,blink
R2-03,BOR,0.5,1160.904858,0.367353,44,blink
R2-03,BOR,0.5,1161.762765,0.284323,34,blink
R2-03,BOR,0.5,1162.538058,0.367099,44,blink
R2-03,BOR,0.5,1165.166495,0.27953,34,blink
R2-03,BOR,0.5,1166.361693,0.326056,39,blink
R2-03,BOR,0.5,1167.369812,0.334122,40,blink
R2-03,BOR,0.5,1168.461653,0.292008,35,blink
R2-03,BOR,0.5,1169.344214,0.251055,30,blink
R2-03,BOR,0.5,1170.943943,0.209203,25,blink
R2-03,BOR,0.5,1171.485596,0.259029,31,blink
R2-03,BOR,0.5,1173.052195,0.242004,29,blink
R2-03,BOR,0.5,1173.709964,0.225744,27,blink
R2-03,BOR,0.5,1174.534732,0.250674,30,blink
R2-03,BOR,0.5,1175.036536,0.27389,33,blink
R2-03,BOR,0.5,1176.759236,0.275795,33,blink
R2-03,BOR,0.5,1178.229774,0.249734,31,blink
R2-03,BOR,0.5,1179.099942,0.268178,32,blink
R2-03,BOR,0.5,1180.274828,0.259256,31,blink
R2-03,BOR,0.5,1181.691319,0.267559,32,blink
R2-03,BOR,0.5,1182.932521,0.242591,29,blink
R2-03,BOR,0.5,1183.923891,0.253753,30,blink
R2-03,BOR,0.5,1184.907086,0.266419,31,blink
R2-03,BOR,0.5,1185.598569,0.268747,32,blink
R2-03,BOR,0.5,1186.323353,0.301365,36,blink
R2-03,BOR,0.5,1187.139797,0.259269,31,blink
R2-03,BOR,0.5,1188.989197,0.248677,26,blink
R2-03,BOR,0.5,1190.682649,0.198791,29,blink
R2-03,BOR,0.5,1191.838443,0.225981,27,blink
R2-03,BOR,0.5,1192.855043,0.22588,27,blink
R2-03,BOR,0.5,1193.579801,0.259163,31,blink
R2-03,BOR,0.5,1194.813289,0.242256,29,blink
R2-03,BOR,0.5,1196.10418,0.251059,30,blink
R2-03,BOR,0.5,1196.954107,0.234961,28,blink
R2-03,BOR,0.5,1198.037051,0.234295,28,blink
R2-03,BOR,0.5,1199.686576,0.259292,31,blink
R2-03,BOR,0.5,1200.437642,0.157473,19,blink
R2-03,BOR,0.5,1201.777698,0.226032,27,blink
R2-03,BOR,0.5,1203.335455,0.284449,34,blink
R2-03,BOR,0.5,1204.26854,0.24281,29,blink
R2-03,BOR,0.5,1205.07679,0.209369,25,blink
R2-03,BOR,0.5,1205.674868,0.0945800000001,16,blink
R2-03,BOR,0.5,1206.592189,31.916019,3831,extended
R2-03,CLC,0.5,2.532069,0.176172,21,blink
R2-03,CLC,0.5,4.123161,0.201078,24,blink
R2-03,CLC,0.5,6.778275,0.186759,25,blink
R2-03,CLC,0.5,7.922117,0.267736,32,blink
R2-03,CLC,0.5,19.819641,0.217676,26,blink
R2-03,CLC,0.5,21.502748,0.192324,23,blink
R2-03,CLC,0.5,25.685006,0.259194,31,blink
R2-03,CLC,0.5,28.309403,0.234187,28,blink
R2-03,CLC,0.5,29.458776,0.242534,29,blink
R2-03,CLC,0.5,30.10042,0.226004,27,blink
R2-03,CLC,0.5,30.625466,0.225592,27,blink
R2-03,CLC,0.5,31.483212,0.234387,28,blink
R2-03,CLC,0.5,34.34875,0.218233,26,blink
R2-03,CLC,0.5,35.515451,0.192744,23,blink
R2-03,CLC,0.5,42.655094,0.159467,19,blink
R2-03,CLC,0.5,48.928764,0.200646,24,blink
R2-03,CLC,0.5,50.469738,0.19305,23,blink
R2-03,CLC,0.5,55.177195,0.289404,30,blink
R2-03,CLC,0.5,60.51659,0.237023,25,blink
R2-03,CLC,0.5,63.18351,31.926432,3832,extended
R2-03,CLC,0.5,97.858505,0.192341,23,blink
R2-03,CLC,0.5,106.472819,0.184139,22,blink
R2-03,CLC,0.5,109.97186,0.18425,22,blink
R2-03,CLC,0.5,111.113387,0.217344,26,blink
R2-03,CLC,0.5,114.520754,0.217659,26,blink
R2-03,CLC,0.5,115.94554,0.225993,27,blink
R2-03,CLC,0.5,121.919054,0.225643,27,blink
R2-03,CLC,0.5,125.159883,0.200764,24,blink
R2-03,CLC,0.5,131.532877,0.208861,25,blink
R2-03,CLC,0.5,145.446562,0.125596,15,blink
R2-03,CLC,0.5,146.720786,0.175898,21,blink
R2-03,CLC,0.5,153.461081,0.058819,7,blink
R2-03,CLC,0.5,155.851847,0.225482,27,blink
R2-03,CLC,0.5,156.698877,0.153812,22,blink
R2-03,CLC,0.5,186.410796,0.289125,33,blink
R2-03,CLC,0.5,200.407407,0.175884,25,blink
R2-03,CLC,0.5,201.915292,0.258813,31,blink
R2-03,CLC,0.5,205.881057,0.242328,29,blink
R2-03,CLC,0.5,208.572317,0.200407,24,blink
R2-03,CLC,0.5,216.427875,0.266552,28,blink
R2-03,CLC,0.5,218.836205,0.259237,31,blink
R2-03,CLC,0.5,227.25896,0.201102,24,blink
R2-03,CLC,0.5,233.173528,0.176227,21,blink
R2-03,CLC,0.5,234.05685,0.2342,28,blink
R2-03,CLC,0.5,236.364638,0.217469,26,blink
R2-03,CLC,0.5,237.472661,0.212005,25,blink
R2-03,CLC,0.5,238.956005,0.234072,28,blink
R2-03,CLC,0.5,243.804905,0.234038,28,blink
R2-03,CLC,0.5,248.028515,0.242364,29,blink
R2-03,CLC,0.5,262.533234,0.169239,20,blink
R2-03,CLC,0.5,263.257997,0.234437,28,blink
R2-03,CLC,0.5,268.856506,0.22621,27,blink
R2-03,CLC,0.5,269.69594,0.111508,18,blink
R2-03,CLC,0.5,270.114831,0.306696,34,blink
R2-03,CLC,0.5,295.224841,0.192578,23,blink
R2-03,CLC,0.5,296.908091,0.217572,26,blink
R2-03,CLC,0.5,297.824628,0.234,28,blink
R2-03,CLC,0.5,299.473979,0.234242,28,blink
R2-03,CLC,0.5,305.62234,0.251229,30,blink
R2-03,CLC,0.5,307.962865,0.20998,25,blink
R2-03,CLC,0.5,308.746653,0.200832,24,blink
R2-03,CLC,0.5,309.854665,0.20911,25,blink
R2-03,CLC,0.5,314.336983,0.159083,19,blink
R2-03,CLC,0.5,323.726281,0.242573,29,blink
R2-03,CLC,0.5,328.1418,0.234303,28,blink
R2-03,CLC,0.5,330.274522,0.200723,24,blink
R2-03,CLC,0.5,334.681532,0.151182,20,blink
R2-03,CLC,0.5,335.339929,0.23404,28,blink
R2-03,CLC,0.5,336.472769,0.242871,29,blink
R2-03,CLC,0.5,337.756045,0.275792,33,blink
R2-03,CLC,0.5,339.679008,0.252369,32,blink
R2-03,CLC,0.5,340.846611,0.267951,32,blink
R2-03,CLC,0.5,341.954995,0.234226,28,blink
R2-03,CLC,0.5,343.313032,0.250703,30,blink
R2-03,CLC,0.5,343.762889,0.275702,33,blink
R2-03,CLC,0.5,347.676269,0.21961,30,blink
