subject,stimulus,round,variant,window,signal,stat,value
R2-02,BOR,2,native,r1matched,left_eye_dilation,third3,3.31459678853
R2-02,BOR,2,native,r1matched,right_eye_dilation,delta_last_first_third,-0.402801351271
R2-02,BOR,2,native,r1matched,right_eye_dilation,max,4.768478
R2-02,BOR,2,native,r1matched,right_eye_dilation,mean,3.2907187173
R2-02,BOR,2,native,r1matched,right_eye_dilation,median,3.237396
R2-02,BOR,2,native,r1matched,right_eye_dilation,min,1.612305
R2-02,BOR,2,native,r1matched,right_eye_dilation,sd,0.411005491184
R2-02,BOR,2,native,r1matched,right_eye_dilation,slope,-0.000848206797777
R2-02,BOR,2,native,r1matched,right_eye_dilation,third1,3.50636413621
R2-02,BOR,2,native,r1matched,right_eye_dilation,third2,3.26224359382
R2-02,BOR,2,native,r1matched,right_eye_dilation,third3,3.10355735092
R2-02,CLC,2,native,full,cognitive_load,delta_last_first_third,-0.0620860932308
R2-02,CLC,2,native,full,cognitive_load,max,0.8789616
R2-02,CLC,2,native,full,cognitive_load,mean,0.464723247439
R2-02,CLC,2,native,full,cognitive_load,median,0.4218664
R2-02,CLC,2,native,full,cognitive_load,min,0.1181982
R2-02,CLC,2,native,full,cognitive_load,sd,0.175132241533
R2-02,CLC,2,native,full,cognitive_load,slope,-0.000119886653314
R2-02,CLC,2,native,full,cognitive_load,third1,0.484590487385
R2-02,CLC,2,native,full,cognitive_load,third2,0.487745935692
R2-02,CLC,2,native,full,cognitive_load,third3,0.421964883436
R2-02,CLC,2,native,full,eye_gaze_deviation,delta_last_first_third,-0.0408160605112
R2-02,CLC,2,native,full,eye_gaze_deviation,max,0.665856061229
R2-02,CLC,2,native,full,eye_gaze_deviation,mean,0.161686625297
R2-02,CLC,2,native,full,eye_gaze_deviation,median,0.140243718165
R2-02,CLC,2,native,full,eye_gaze_deviation,min,0.00821962470249
R2-02,CLC,2,native,full,eye_gaze_deviation,sd,0.0991385670406
R2-02,CLC,2,native,full,eye_gaze_deviation,slope,-6.75512204291e-05
R2-02,CLC,2,native,full,eye_gaze_deviation,third1,0.181432688562
R2-02,CLC,2,native,full,eye_gaze_deviation,third2,0.163010559277
R2-02,CLC,2,native,full,eye_gaze_deviation,third3,0.140616628051
R2-02,CLC,2,native,full,eye_openness,third1,0.972487483209
R2-02,CLC,2,native,full,eye_openness,third2,0.96064232507
R2-02,CLC,2,native,full,eye_openness,third3,0.957700385874
R2-02,CLC,2,native,full,hr,delta_last_first_third,-1.14705882353
R2-02,CLC,2,native,full,hr,max,82
R2-02,CLC,2,native,full,hr,mean,69.427184466
R2-02,CLC,2,native,full,hr,median,69
R2-02,CLC,2,native,full,hr,min,60
R2-02,CLC,2,native,full,hr,sd,5.09730094385
R2-02,CLC,2,native,full,hr,slope,-0.00121268052713
R2-02,CLC,2,native,full,hr,third1,70.5441176471
R2-02,CLC,2,native,full,hr,third2,68.1764705882
R2-02,CLC,2,native,full,hr,third3,69.5571428571
R2-02,CLC,2,native,full,left_eye_dilation,delta_last_first_third,0.123011202512
R2-02,CLC,2,native,full,left_eye_dilation,max,5.091446
R2-02,CLC,2,native,full,left_eye_dilation,mean,4.13886984771
R2-02,CLC,2,native,full,left_eye_dilation,median,4.159866
R2-02,CLC,2,native,full,left_eye_dilation,min,2.25499
R2-02,CLC,2,native,full,left_eye_dilation,sd,0.358871447707
R2-02,CLC,2,native,full,left_eye_dilation,slope,0.00017879398948
R2-02,CLC,2,native,full,left_eye_dilation,third1,4.05364676758
R2-02,CLC,2,native,full,left_eye_dilation,third2,4.18630480545
R2-02,CLC,2,native,full,left_eye_dilation,third3,4.1766579701
R2-02,CLC,2,native,full,right_eye_dilation,delta_last_first_third,0.110573496017
R2-02,CLC,2,native,full,right_eye_dilation,max,4.751175
R2-02,CLC,2,native,full,right_eye_dilation,mean,3.85154102075
R2-02,CLC,2,native,full,right_eye_dilation,median,3.870041
R2-02,CLC,2,native,full,right_eye_dilation,min,1.456818
R2-02,CLC,2,native,full,right_eye_dilation,sd,0.318053245806
R2-02,CLC,2,native,full,right_eye_dilation,slope,0.000157351283365
R2-02,CLC,2,native,full,right_eye_dilation,third1,3.78452444326
R2-02,CLC,2,native,full,right_eye_dilation,third2,3.87501627988
R2-02,CLC,2,native,full,right_eye_dilation,third3,3.89508123791
R2-02,CLC,2,native,r1matched,cognitive_load,delta_last_first_third,0.0204062145594
R2-02,CLC,2,native,r1matched,cognitive_load,max,0.8789616
R2-02,CLC,2,native,r1matched,cognitive_load,mean,0.453514964496
R2-02,CLC,2,native,r1matched,cognitive_load,median,0.4094117
R2-02,CLC,2,native,r1matched,cognitive_load,min,0.1384678
R2-02,CLC,2,native,r1matched,cognitive_load,sd,0.171937971298
R2-02,CLC,2,native,r1matched,cognitive_load,slope,-4.37302566304e-05
R2-02,CLC,2,native,r1matched,cognitive_load,third1,0.432933833333
R2-02,CLC,2,native,r1matched,cognitive_load,third2,0.474271012261
R2-02,CLC,2,native,r1matched,cognitive_load,third3,0.453340047893
R2-02,CLC,2,native,r1matched,eye_gaze_deviation,delta_last_first_third,-0.017489361957
R2-02,CLC,2,native,r1matched,eye_gaze_deviation,max,0.571576517687
R2-02,CLC,2,native,r1matched,eye_gaze_deviation,mean,0.158272930411
R2-02,CLC,2,native,r1matched,eye_gaze_deviation,median,0.135245006004
R2-02,CLC,2,native,r1matched,eye_gaze_deviation,min,0.00832152695564
R2-02,CLC,2,native,r1matched,eye_gaze_deviation,sd,0.0968695189796
R2-02,CLC,2,native,r1matched,eye_gaze_deviation,slope,-6.47941189971e-05
R2-02,CLC,2,native,r1matched,eye_gaze_deviation,third1,0.16529183263
R2-02,CLC,2,native,r1matched,eye_gaze_deviation,third2,0.161730656181
R2-02,CLC,2,native,r1matched,eye_gaze_deviation,third3,0.147796995207
R2-02,CLC,2,native,r1matched,eye_openness,third1,0.969162784762
R2-02,CLC,2,native,r1matched,eye_openness,third2,0.964169485036
R2-02,CLC,2,native,r1matched,eye_openness,third3,0.951710165273
R2-02,CLC,2,native,r1matched,hr,delta_last_first_third,1.86538461538
R2-02,CLC,2,native,r1matched,hr,max,82
R2-02,CLC,2,native,r1matched,hr,mean,70.3481012658
R2-02,CLC,2,native,r1matched,hr,median,71
R2-02,CLC,2,native,r1matched,hr,min,60
R2-02,CLC,2,native,r1matched,hr,sd,5.27815738837
R2-02,CLC,2,native,r1matched,hr,slope,0.00197474982708
R2-02,CLC,2,native,r1matched,hr,third1,70.5576923077
R2-02,CLC,2,native,r1matched,hr,third2,68.3269230769
R2-02,CLC,2,native,r1matched,hr,third3,72.0925925926
R2-02,CLC,2,native,r1matched,left_eye_dilation,delta_last_first_third,0.34144173933
R2-02,CLC,2,native,r1matched,left_eye_dilation,max,5.091446
R2-02,CLC,2,native,r1matched,left_eye_dilation,mean,4.12839141049
R2-02,CLC,2,native,r1matched,left_eye_dilation,median,4.1469955
R2-02,CLC,2,native,r1matched,left_eye_dilation,min,2.25499
R2-02,CLC,2,native,r1matched,left_eye_dilation,sd,0.382164676343
R2-02,CLC,2,native,r1matched,left_eye_dilation,slope,0.000580765546558
R2-02,CLC,2,native,r1matched,left_eye_dilation,third1,3.91082976946
R2-02,CLC,2,native,r1matched,left_eye_dilation,third2,4.22205294097
R2-02,CLC,2,native,r1matched,left_eye_dilation,third3,4.25228327204
R2-02,CLC,2,native,r1matched,right_eye_dilation,delta_last_first_third,0.284736201211
R2-02,CLC,2,native,r1matched,right_eye_dilation,max,4.751175
R2-02,CLC,2,native,r1matched,right_eye_dilation,mean,3.83250265509
R2-02,CLC,2,native,r1matched,right_eye_dilation,median,3.848343
R2-02,CLC,2,native,r1matched,right_eye_dilation,min,1.456818
R2-02,CLC,2,native,r1matched,right_eye_dilation,sd,0.336945217463
R2-02,CLC,2,native,r1matched,right_eye_dilation,slope,0.000489212799522
R2-02,CLC,2,native,r1matched,right_eye_dilation,third1,3.6560441514
R2-02,CLC,2,native,r1matched,right_eye_dilation,third2,3.9006739813
R2-02,CLC,2,native,r1matched,right_eye_dilation,third3,3.94078266574
R2-02,INT,2,native,full,cognitive_load,delta_last_first_third,-0.0347836277439
R2-02,INT,2,native,full,cognitive_load,max,0.8293497
R2-02,INT,2,native,full,cognitive_load,mean,0.520758557317
R2-02,INT,2,native,full,cognitive_load,median,0.5365055
R2-02,INT,2,native,full,cognitive_load,min,0.1087035
R2-02,INT,2,native,full,cognitive_load,sd,0.16390131247
R2-02,INT,2,native,full,cognitive_load,slope,-7.18758391806e-05
R2-02,INT,2,native,full,cognitive_load,third1,0.562011574085
R2-02,INT,2,native,full,cognitive_load,third2,0.473036151524
R2-02,INT,2,native,full,cognitive_load,third3,0.527227946341
R2-02,INT,2,native,full,eye_gaze_deviation,delta_last_first_third,0.0170256299011
R2-02,INT,2,native,full,eye_gaze_deviation,max,0.611334294202
R2-02,INT,2,native,full,eye_gaze_deviation,mean,0.177533616267
R2-02,INT,2,native,full,eye_gaze_deviation,median,0.149044858102
R2-02,INT,2,native,full,eye_gaze_deviation,min,0.0122447321114
R2-02,INT,2,native,full,eye_gaze_deviation,sd,0.111125503919
R2-02,INT,2,native,full,eye_gaze_deviation,slope,9.29263889929e-06
R2-02,INT,2,native,full,eye_gaze_deviation,third1,0.17276457979
R2-02,INT,2,native,full,eye_gaze_deviation,third2,0.170049811016
R2-02,INT,2,native,full,eye_gaze_deviation,third3,0.189785847822
R2-02,INT,2,native,full,eye_openness,third1,0.97287350719
R2-02,INT,2,native,full,eye_openness,third2,0.968462100902
R2-02,INT,2,native,full,eye_openness,third3,0.988850165724
R2-02,INT,2,native,full,hr,delta_last_first_third,-2
R2-02,INT,2,native,full,hr,max,80
R2-02,INT,2,native,full,hr,mean,67.4126213592
R2-02,INT,2,native,full,hr,median,66
R2-02,INT,2,native,full,hr,min,61
R2-02,INT,2,native,full,hr,sd,3.83178439262
R2-02,INT,2,native,full,hr,slope,-0.00137977222485
R2-02,INT,2,native,full,hr,third1,67.7941176471
R2-02,INT,2,native,full,hr,third2,68.6764705882
R2-02,INT,2,native,full,hr,third3,65.8142857143
R2-02,INT,2,native,full,left_eye_dilation,delta_last_first_third,0.203966374581
R2-02,INT,2,native,full,left_eye_dilation,max,4.685501
R2-02,INT,2,native,full,left_eye_dilation,mean,3.26462300178
R2-02,INT,2,native,full,left_eye_dilation,median,3.25618
R2-02,INT,2,native,full,left_eye_dilation,min,1.756866
R2-02,INT,2,native,full,left_eye_dilation,sd,0.404517922729
R2-02,INT,2,native,full,left_eye_dilation,slope,0.000395773425552
R2-02,INT,2,native,full,left_eye_dilation,third1,3.20284868066
R2-02,INT,2,native,full,left_eye_dilation,third2,3.18420494633
R2-02,INT,2,native,full,left_eye_dilation,third3,3.40681182237
R2-02,INT,2,native,full,right_eye_dilation,delta_last_first_third,0.241274582011
R2-02,INT,2,native,full,right_eye_dilation,max,4.58905
R2-02,INT,2,native,full,right_eye_dilation,mean,3.31353558474
R2-02,INT,2,native,full,right_eye_dilation,median,3.320236
R2-02,INT,2,native,full,right_eye_dilation,min,2.082932
R2-02,INT,2,native,full,right_eye_dilation,sd,0.399727078978
R2-02,INT,2,native,full,right_eye_dilation,slope,0.000437738478912
R2-02,INT,2,native,full,right_eye_dilation,third1,3.23830236162
R2-02,INT,2,native,full,right_eye_dilation,third2,3.22272037292
R2-02,INT,2,native,full,right_eye_dilation,third3,3.47957987811
R2-02,INT,2,native,r1matched,cognitive_load,delta_last_first_third,-0.00737884312977
R2-02,INT,2,native,r1matched,cognitive_load,max,0.8293497
R2-02,INT,2,native,r1matched,cognitive_load,mean,0.510516659924
R2-02,INT,2,native,r1matched,cognitive_load,median,0.5312463
R2-02,INT,2,native,r1matched,cognitive_load,min,0.1087035
R2-02,INT,2,native,r1matched,cognitive_load,sd,0.164510891902
R2-02,INT,2,native,r1matched,cognitive_load,slope,-1.59947498593e-05
R2-02,INT,2,native,r1matched,cognitive_load,third1,0.533198570229
R2-02,INT,2,native,r1matched,cognitive_load,third2,0.472531682443
R2-02,INT,2,native,r1matched,cognitive_load,third3,0.525819727099
R2-02,INT,2,native,r1matched,eye_gaze_deviation,delta_last_first_third,0.0478004122617
R2-02,INT,2,native,r1matched,eye_gaze_deviation,max,0.617278757439
R2-02,INT,2,native,r1matched,eye_gaze_deviation,mean,0.17648368466
R2-02,INT,2,native,r1matched,eye_gaze_deviation,median,0.148161051276
R2-02,INT,2,native,r1matched,eye_gaze_deviation,min,0.0118429194845
R2-02,INT,2,native,r1matched,eye_gaze_deviation,sd,0.109519569772
R2-02,INT,2,native,r1matched,eye_gaze_deviation,slope,8.32099816905e-05
R2-02,INT,2,native,r1matched,eye_gaze_deviation,third1,0.155072597698
R2-02,INT,2,native,r1matched,eye_gaze_deviation,third2,0.171510580015
R2-02,INT,2,native,r1matched,eye_gaze_deviation,third3,0.202866154454
R2-02,INT,2,native,r1matched,eye_openness,third1,0.97012218404
R2-02,INT,2,native,r1matched,eye_openness,third2,0.971251750032
R2-02,INT,2,native,r1matched,eye_openness,third3,0.977488943333
R2-02,INT,2,native,r1matched,hr,delta_last_first_third,-3.05769230769
R2-02,INT,2,native,r1matched,hr,max,80
R2-02,INT,2,native,r1matched,hr,mean,68.1075949367
R2-02,INT,2,native,r1matched,hr,median,67
R2-02,INT,2,native,r1matched,hr,min,61
R2-02,INT,2,native,r1matched,hr,sd,4.0578389075
R2-02,INT,2,native,r1matched,hr,slope,-0.00450694762506
R2-02,INT,2,native,r1matched,hr,third1,68.9038461538
R2-02,INT,2,native,r1matched,hr,third2,69.6923076923
R2-02,INT,2,native,r1matched,hr,third3,65.8148148148
R2-02,INT,2,native,r1matched,left_eye_dilation,delta_last_first_third,0.120429368368
R2-02,INT,2,native,r1matched,left_eye_dilation,max,4.685501
R2-02,INT,2,native,r1matched,left_eye_dilation,mean,3.28482781866
R2-02,INT,2,native,r1matched,left_eye_dilation,median,3.28746
R2-02,INT,2,native,r1matched,left_eye_dilation,min,2.047226
R2-02,INT,2,native,r1matched,left_eye_dilation,sd,0.392355757135
R2-02,INT,2,native,r1matched,left_eye_dilation,slope,0.000225901059224
R2-02,INT,2,native,r1matched,left_eye_dilation,third1,3.26327859742
R2-02,INT,2,native,r1matched,left_eye_dilation,third2,3.20749689277
R2-02,INT,2,native,r1matched,left_eye_dilation,third3,3.38370796579
R2-02,INT,2,native,r1matched,right_eye_dilation,delta_last_first_third,0.166980319069
R2-02,INT,2,native,r1matched,right_eye_dilation,max,4.58905
R2-02,INT,2,native,r1matched,right_eye_dilation,mean,3.33877919321
R2-02,INT,2,native,r1matched,right_eye_dilation,median,3.348068
R2-02,INT,2,native,r1matched,right_eye_dilation,min,2.084702
R2-02,INT,2,native,r1matched,right_eye_dilation,sd,0.387084598571
R2-02,INT,2,native,r1matched,right_eye_dilation,slope,0.000308212661449
R2-02,INT,2,native,r1matched,right_eye_dilation,third1,3.30270646569
R2-02,INT,2,native,r1matched,right_eye_dilation,third2,3.24394432917
R2-02,INT,2,native,r1matched,right_eye_dilation,third3,3.46968678476
R2-03,BOR,2,native,full,cognitive_load,delta_last_first_third,-0.00394676513761
R2-03,BOR,2,native,full,cognitive_load,max,0.8587704
R2-03,BOR,2,native,full,cognitive_load,mean,0.547926283707
R2-03,BOR,2,native,full,cognitive_load,median,0.55007705
R2-03,BOR,2,native,full,cognitive_load,min,0.2245456
R2-03,BOR,2,native,full,cognitive_load,sd,0.124622621247
R2-03,BOR,2,native,full,cognitive_load,slope,-2.05305472351e-05
R2-03,BOR,2,native,full,cognitive_load,third1,0.557924352294
R2-03,BOR,2,native,full,cognitive_load,third2,0.531908079817
R2-03,BOR,2,native,full,cognitive_load,third3,0.553928064939
R2-03,BOR,2,native,full,eye_gaze_deviation,delta_last_first_third,0.0372413249319
R2-03,BOR,2,native,full,eye_gaze_deviation,max,0.51030267699
R2-03,BOR,2,native,full,eye_gaze_deviation,mean,0.149719958316
R2-03,BOR,2,native,full,eye_gaze_deviation,median,0.131123317035
R2-03,BOR,2,native,full,eye_gaze_deviation,min,0.00533568382624
R2-03,BOR,2,native,full,eye_gaze_deviation,sd,0.0908215364769
R2-03,BOR,2,native,full,eye_gaze_deviation,slope,4.67199641431e-05
R2-03,BOR,2,native,full,eye_gaze_deviation,third1,0.129371884694
R2-03,BOR,2,native,full,eye_gaze_deviation,third2,0.153177731329
R2-03,BOR,2,native,full,eye_gaze_deviation,third3,0.166609329611
R2-03,BOR,2,native,full,eye_openness,third1,0.884311180763
R2-03,BOR,2,native,full,eye_openness,third2,0.904463979627
R2-03,BOR,2,native,full,eye_openness,third3,0.86151378618
R2-03,BOR,2,native,full,hr,delta_last_first_third,2.01492537313
R2-03,BOR,2,native,full,hr,max,89
R2-03,BOR,2,native,full,hr,mean,79.1625615764
R2-03,BOR,2,native,full,hr,median,79
R2-03,BOR,2,native,full,hr,min,71
R2-03,BOR,2,native,full,hr,sd,4.05874893419
R2-03,BOR,2,native,full,hr,slope,0.00306047792707
R2-03,BOR,2,native,full,hr,third1,78.8358208955
R2-03,BOR,2,native,full,hr,third2,77.7462686567
R2-03,BOR,2,native,full,hr,third3,80.8550724638
R2-03,BOR,2,native,full,left_eye_dilation,delta_last_first_third,-0.182378399119
R2-03,BOR,2,native,full,left_eye_dilation,max,5.257523
R2-03,BOR,2,native,full,left_eye_dilation,mean,3.92173648714
R2-03,BOR,2,native,full,left_eye_dilation,median,3.85997
R2-03,BOR,2,native,full,left_eye_dilation,min,2.827194
R2-03,BOR,2,native,full,left_eye_dilation,sd,0.434342959091
R2-03,BOR,2,native,full,left_eye_dilation,slope,-7.93337573605e-05
R2-03,BOR,2,native,full,left_eye_dilation,third1,4.07274201885
R2-03,BOR,2,native,full,left_eye_dilation,third2,3.80211463625
R2-03,BOR,2,native,full,left_eye_dilation,third3,3.89035367014
R2-03,BOR,2,native,full,right_eye_dilation,delta_last_first_third,-0.159514733977
R2-03,BOR,2,native,full,right_eye_dilation,max,4.989075
R2-03,BOR,2,native,full,right_eye_dilation,mean,3.77013626247
R2-03,BOR,2,native,full,right_eye_dilation,median,3.725113
R2-03,BOR,2,native,full,right_eye_dilation,min,2.633102
R2-03,BOR,2,native,full,right_eye_dilation,sd,0.359247765542
R2-03,BOR,2,native,full,right_eye_dilation,slope,-9.00538758334e-05
R2-03,BOR,2,native,full,right_eye_dilation,third1,3.90684403073
R2-03,BOR,2,native,full,right_eye_dilation,third2,3.65623731811
R2-03,BOR,2,native,full,right_eye_dilation,third3,3.74732807523
R2-03,BOR,2,native,r1matched,cognitive_load,delta_last_first_third,0.0152078461538
R2-03,BOR,2,native,r1matched,cognitive_load,max,0.8587704
R2-03,BOR,2,native,r1matched,cognitive_load,mean,0.554545852308
R2-03,BOR,2,native,r1matched,cognitive_load,median,0.55286835
R2-03,BOR,2,native,r1matched,cognitive_load,min,0.2256083
R2-03,BOR,2,native,r1matched,cognitive_load,sd,0.121970229377
R2-03,BOR,2,native,r1matched,cognitive_load,slope,3.42792682838e-05
R2-03,BOR,2,native,r1matched,cognitive_load,third1,0.555087324615
R2-03,BOR,2,native,r1matched,cognitive_load,third2,0.538255061538
R2-03,BOR,2,native,r1matched,cognitive_load,third3,0.570295170769
R2-03,BOR,2,native,r1matched,eye_gaze_deviation,delta_last_first_third,0.045282288365
R2-03,BOR,2,native,r1matched,eye_gaze_deviation,max,0.503516437592
R2-03,BOR,2,native,r1matched,eye_gaze_deviation,mean,0.156930772919
R2-03,BOR,2,native,r1matched,eye_gaze_deviation,median,0.141045723085
R2-03,BOR,2,native,r1matched,eye_gaze_deviation,min,0.0052523523848
R2-03,BOR,2,native,r1matched,eye_gaze_deviation,sd,0.091414937751
R2-03,BOR,2,native,r1matched,eye_gaze_deviation,slope,9.88801566597e-05
R2-03,BOR,2,native,r1matched,eye_gaze_deviation,third1,0.136577043676
R2-03,BOR,2,native,r1matched,eye_gaze_deviation,third2,0.152355943039
R2-03,BOR,2,native,r1matched,eye_gaze_deviation,third3,0.181859332041
R2-03,BOR,2,native,r1matched,eye_openness,third1,0.876628781815
R2-03,BOR,2,native,r1matched,eye_openness,third2,0.91427885385
R2-03,BOR,2,native,r1matched,eye_openness,third3,0.874075615456
R2-03,BOR,2,native,r1matched,hr,delta_last_first_third,-0.153846153846
R2-03,BOR,2,native,r1matched,hr,max,89
R2-03,BOR,2,native,r1matched,hr,mean,78.6242038217
R2-03,BOR,2,native,r1matched,hr,median,78
R2-03,BOR,2,native,r1matched,hr,min,71
R2-03,BOR,2,native,r1matched,hr,sd,3.88028219424
R2-03,BOR,2,native,r1matched,hr,slope,0.00108122040199
R2-03,BOR,2,native,r1matched,hr,third1,79.3846153846
R2-03,BOR,2,native,r1matched,hr,third2,77.3076923077
R2-03,BOR,2,native,r1matched,hr,third3,79.1698113208
R2-03,BOR,2,native,r1matched,left_eye_dilation,delta_last_first_third,-0.433338909836
R2-03,BOR,2,native,r1matched,left_eye_dilation,max,5.236496
R2-03,BOR,2,native,r1matched,left_eye_dilation,mean,3.92311709692
R2-03,BOR,2,native,r1matched,left_eye_dilation,median,3.87088
R2-03,BOR,2,native,r1matched,left_eye_dilation,min,2.827194
R2-03,BOR,2,native,r1matched,left_eye_dilation,sd,0.424951005696
R2-03,BOR,2,native,r1matched,left_eye_dilation,slope,-0.000705566639009
R2-03,BOR,2,native,r1matched,left_eye_dilation,third1,4.23053506096
R2-03,BOR,2,native,r1matched,left_eye_dilation,third2,3.74162007867
R2-03,BOR,2,native,r1matched,left_eye_dilation,third3,3.79719615112
R2-03,BOR,2,native,r1matched,right_eye_dilation,delta_last_first_third,-0.346936102809
R2-03,BOR,2,native,r1matched,right_eye_dilation,max,4.989075
R2-03,BOR,2,native,r1matched,right_eye_dilation,mean,3.76678179953
R2-03,BOR,2,native,r1matched,right_eye_dilation,median,3.7280805
R2-03,BOR,2,native,r1matched,right_eye_dilation,min,2.633102
R2-03,BOR,2,native,r1matched,right_eye_dilation,sd,0.353597982472
R2-03,BOR,2,native,r1matched,right_eye_dilation,slope,-0.000572422726869
R2-03,BOR,2,native,r1matched,right_eye_dilation,third1,4.02404797656
R2-03,BOR,2,native,r1matched,right_eye_dilation,third2,3.59919594615
R2-03,BOR,2,native,r1matched,right_eye_dilation,third3,3.67710798436
R2-03,CLC,2,native,full,cognitive_load,delta_last_first_third,0.00172874817927
R2-03,CLC,2,native,full,cognitive_load,max,0.8561518
R2-03,CLC,2,native,full,cognitive_load,mean,0.53737282493
R2-03,CLC,2,native,full,cognitive_load,median,0.5513451
R2-03,CLC,2,native,full,cognitive_load,min,0.1884655
R2-03,CLC,2,native,full,cognitive_load,sd,0.16593345667
R2-03,CLC,2,native,full,cognitive_load,slope,-2.26112425445e-06
R2-03,CLC,2,native,full,cognitive_load,third1,0.524702289076
R2-03,CLC,2,native,full,cognitive_load,third2,0.560985148459
R2-03,CLC,2,native,full,cognitive_load,third3,0.526431037255
R2-03,CLC,2,native,full,eye_gaze_deviation,delta_last_first_third,-0.00460101837815
R2-03,CLC,2,native,full,eye_gaze_deviation,max,0.518654060327
R2-03,CLC,2,native,full,eye_gaze_deviation,mean,0.134789747333
R2-03,CLC,2,native,full,eye_gaze_deviation,median,0.121095087891
R2-03,CLC,2,native,full,eye_gaze_deviation,min,0.00435197082032
R2-03,CLC,2,native,full,eye_gaze_deviation,sd,0.0800884444348
R2-03,CLC,2,native,full,eye_gaze_deviation,slope,-8.52339705661e-06
R2-03,CLC,2,native,full,eye_gaze_deviation,third1,0.138353283209
R2-03,CLC,2,native,full,eye_gaze_deviation,third2,0.132265382293
R2-03,CLC,2,native,full,eye_gaze_deviation,third3,0.133750623819
R2-03,CLC,2,native,full,eye_openness,third1,0.940699914384
R2-03,CLC,2,native,full,eye_openness,third2,0.929205907534
R2-03,CLC,2,native,full,eye_openness,third3,0.938111341795
R2-03,CLC,2,native,full,hr,delta_last_first_third,-4.01282051282
R2-03,CLC,2,native,full,hr,max,95
R2-03,CLC,2,native,full,hr,mean,76.8638297872
R2-03,CLC,2,native,full,hr,median,76
R2-03,CLC,2,native,full,hr,min,67
R2-03,CLC,2,native,full,hr,sd,5.29620189389
R2-03,CLC,2,native,full,hr,slope,-0.00420589428561
R2-03,CLC,2,native,full,hr,third1,78.7307692308
R2-03,CLC,2,native,full,hr,third2,77.1025641026
R2-03,CLC,2,native,full,hr,third3,74.7848101266
R2-03,CLC,2,native,full,left_eye_dilation,delta_last_first_third,0.0666500819814
R2-03,CLC,2,native,full,left_eye_dilation,max,5.308762
R2-03,CLC,2,native,full,left_eye_dilation,mean,3.90633805901
R2-03,CLC,2,native,full,left_eye_dilation,median,3.907104
R2-03,CLC,2,native,full,left_eye_dilation,min,2.650208
R2-03,CLC,2,native,full,left_eye_dilation,sd,0.371484100281
R2-03,CLC,2,native,full,left_eye_dilation,slope,0.000106420811566
R2-03,CLC,2,native,full,left_eye_dilation,third1,3.8451656067
R2-03,CLC,2,native,full,left_eye_dilation,third2,3.96203859353
R2-03,CLC,2,native,full,left_eye_dilation,third3,3.91180985213
R2-03,CLC,2,native,full,right_eye_dilation,delta_last_first_third,0.0883712425181
R2-03,CLC,2,native,full,right_eye_dilation,max,4.844528
R2-03,CLC,2,native,full,right_eye_dilation,mean,3.76688126106
R2-03,CLC,2,native,full,right_eye_dilation,median,3.776001
R2-03,CLC,2,native,full,right_eye_dilation,min,2.474869
R2-03,CLC,2,native,full,right_eye_dilation,sd,0.346144993056
R2-03,CLC,2,native,full,right_eye_dilation,slope,0.00013071133531
R2-03,CLC,2,native,full,right_eye_dilation,third1,3.7006753513
R2-03,CLC,2,native,full,right_eye_dilation,third2,3.81092835743
R2-03,CLC,2,native,full,right_eye_dilation,third3,3.7890395659
R2-03,CLC,2,native,r1matched,cognitive_load,delta_last_first_third,0.0700103667797
R2-03,CLC,2,native,r1matched,cognitive_load,max,0.8561518
R2-03,CLC,2,native,r1matched,cognitive_load,mean,0.537063602147
R2-03,CLC,2,native,r1matched,cognitive_load,median,0.5513886
R2-03,CLC,2,native,r1matched,cognitive_load,min,0.1884655
R2-03,CLC,2,native,r1matched,cognitive_load,sd,0.168165161122
R2-03,CLC,2,native,r1matched,cognitive_load,slope,0.000118368520422
R2-03,CLC,2,native,r1matched,cognitive_load,third1,0.496020828475
R2-03,CLC,2,native,r1matched,cognitive_load,third2,0.549138782712
R2-03,CLC,2,native,r1matched,cognitive_load,third3,0.566031195254
R2-03,CLC,2,native,r1matched,eye_gaze_deviation,delta_last_first_third,0.0128149462334
R2-03,CLC,2,native,r1matched,eye_gaze_deviation,max,0.515887559528
R2-03,CLC,2,native,r1matched,eye_gaze_deviation,mean,0.136157597785
R2-03,CLC,2,native,r1matched,eye_gaze_deviation,median,0.121155452459
R2-03,CLC,2,native,r1matched,eye_gaze_deviation,min,0.00462002033851
R2-03,CLC,2,native,r1matched,eye_gaze_deviation,sd,0.0810044013652
R2-03,CLC,2,native,r1matched,eye_gaze_deviation,slope,2.27055148169e-05
R2-03,CLC,2,native,r1matched,eye_gaze_deviation,third1,0.131437506328
R2-03,CLC,2,native,r1matched,eye_gaze_deviation,third2,0.132784513519
R2-03,CLC,2,native,r1matched,eye_gaze_deviation,third3,0.14425054096
R2-03,CLC,2,native,r1matched,eye_openness,third1,0.929966593028
R2-03,CLC,2,native,r1matched,eye_openness,third2,0.931152001724
R2-03,CLC,2,native,r1matched,eye_openness,third3,0.939614762931
R2-03,CLC,2,native,r1matched,hr,delta_last_first_third,-1.5
R2-03,CLC,2,native,r1matched,hr,max,95
R2-03,CLC,2,native,r1matched,hr,mean,76.2139037433
R2-03,CLC,2,native,r1matched,hr,median,76
R2-03,CLC,2,native,r1matched,hr,min,67
R2-03,CLC,2,native,r1matched,hr,sd,5.13445239003
