subject,stimulus,round,variant,window,signal,stat,value
R2-03,CLC,2,native,r1matched,hr,slope,-0.0034145487666
R2-03,CLC,2,native,r1matched,hr,third1,76.3709677419
R2-03,CLC,2,native,r1matched,hr,third2,77.3548387097
R2-03,CLC,2,native,r1matched,hr,third3,74.9365079365
R2-03,CLC,2,native,r1matched,left_eye_dilation,delta_last_first_third,0.181073557437
R2-03,CLC,2,native,r1matched,left_eye_dilation,max,5.308762
R2-03,CLC,2,native,r1matched,left_eye_dilation,mean,3.93849375825
R2-03,CLC,2,native,r1matched,left_eye_dilation,median,3.944778
R2-03,CLC,2,native,r1matched,left_eye_dilation,min,2.785187
R2-03,CLC,2,native,r1matched,left_eye_dilation,sd,0.364271799489
R2-03,CLC,2,native,r1matched,left_eye_dilation,slope,0.000285742050777
R2-03,CLC,2,native,r1matched,left_eye_dilation,third1,3.80903340895
R2-03,CLC,2,native,r1matched,left_eye_dilation,third2,4.0163297379
R2-03,CLC,2,native,r1matched,left_eye_dilation,third3,3.99011515921
R2-03,CLC,2,native,r1matched,right_eye_dilation,delta_last_first_third,0.170766198563
R2-03,CLC,2,native,r1matched,right_eye_dilation,max,4.844528
R2-03,CLC,2,native,r1matched,right_eye_dilation,mean,3.80758584867
R2-03,CLC,2,native,r1matched,right_eye_dilation,median,3.819214
R2-03,CLC,2,native,r1matched,right_eye_dilation,min,2.656433
R2-03,CLC,2,native,r1matched,right_eye_dilation,sd,0.331887298065
R2-03,CLC,2,native,r1matched,right_eye_dilation,slope,0.000245709433859
R2-03,CLC,2,native,r1matched,right_eye_dilation,third1,3.69754290816
R2-03,CLC,2,native,r1matched,right_eye_dilation,third2,3.85689935032
R2-03,CLC,2,native,r1matched,right_eye_dilation,third3,3.86831352871
R2-03,INT,2,native,full,cognitive_load,delta_last_first_third,-0.00549704329268
R2-03,INT,2,native,full,cognitive_load,max,0.836241
R2-03,INT,2,native,full,cognitive_load,mean,0.541608051574
R2-03,INT,2,native,full,cognitive_load,median,0.5347267
R2-03,INT,2,native,full,cognitive_load,min,0.2279669
R2-03,INT,2,native,full,cognitive_load,sd,0.131277482049
R2-03,INT,2,native,full,cognitive_load,slope,-1.33977930598e-05
R2-03,INT,2,native,full,cognitive_load,third1,0.547119218902
R2-03,INT,2,native,full,cognitive_load,third2,0.536650755793
R2-03,INT,2,native,full,cognitive_load,third3,0.541055863526
R2-03,INT,2,native,full,eye_gaze_deviation,delta_last_first_third,-0.0172322985814
R2-03,INT,2,native,full,eye_gaze_deviation,max,0.526551545967
R2-03,INT,2,native,full,eye_gaze_deviation,mean,0.13915286453
R2-03,INT,2,native,full,eye_gaze_deviation,median,0.121451997405
R2-03,INT,2,native,full,eye_gaze_deviation,min,0.00384213368586
R2-03,INT,2,native,full,eye_gaze_deviation,sd,0.08514209399
R2-03,INT,2,native,full,eye_gaze_deviation,slope,-2.70447135054e-05
R2-03,INT,2,native,full,eye_gaze_deviation,third1,0.146537201115
R2-03,INT,2,native,full,eye_gaze_deviation,third2,0.141616489941
R2-03,INT,2,native,full,eye_gaze_deviation,third3,0.129304902534
R2-03,INT,2,native,full,eye_openness,third1,0.950270784543
R2-03,INT,2,native,full,eye_openness,third2,0.941537373146
R2-03,INT,2,native,full,eye_openness,third3,0.94444037861
R2-03,INT,2,native,full,hr,delta_last_first_third,-1.89705882353
R2-03,INT,2,native,full,hr,max,100
R2-03,INT,2,native,full,hr,mean,88.645631068
R2-03,INT,2,native,full,hr,median,89
R2-03,INT,2,native,full,hr,min,79
R2-03,INT,2,native,full,hr,sd,4.07558528968
R2-03,INT,2,native,full,hr,slope,-0.00380614272776
R2-03,INT,2,native,full,hr,third1,89.3970588235
R2-03,INT,2,native,full,hr,third2,89.1911764706
R2-03,INT,2,native,full,hr,third3,87.3857142857
R2-03,INT,2,native,full,left_eye_dilation,delta_last_first_third,0.443461661398
R2-03,INT,2,native,full,left_eye_dilation,max,5.530777
R2-03,INT,2,native,full,left_eye_dilation,mean,3.97868840833
R2-03,INT,2,native,full,left_eye_dilation,median,4.02356
R2-03,INT,2,native,full,left_eye_dilation,min,2.437378
R2-03,INT,2,native,full,left_eye_dilation,sd,0.534039883509
R2-03,INT,2,native,full,left_eye_dilation,slope,0.000705511629372
R2-03,INT,2,native,full,left_eye_dilation,third1,3.7108477819
R2-03,INT,2,native,full,left_eye_dilation,third2,4.07093047992
R2-03,INT,2,native,full,left_eye_dilation,third3,4.1542824725
R2-03,INT,2,native,full,right_eye_dilation,delta_last_first_third,0.354025327169
R2-03,INT,2,native,full,right_eye_dilation,max,5.063202
R2-03,INT,2,native,full,right_eye_dilation,mean,3.59815509491
R2-03,INT,2,native,full,right_eye_dilation,median,3.6495895
R2-03,INT,2,native,full,right_eye_dilation,min,2.071854
R2-03,INT,2,native,full,right_eye_dilation,sd,0.43269401426
R2-03,INT,2,native,full,right_eye_dilation,slope,0.000574646767511
R2-03,INT,2,native,full,right_eye_dilation,third1,3.38898615921
R2-03,INT,2,native,full,right_eye_dilation,third2,3.66246763913
R2-03,INT,2,native,full,right_eye_dilation,third3,3.74301148638
R2-03,INT,2,native,r1matched,cognitive_load,delta_last_first_third,0.0438568038314
R2-03,INT,2,native,r1matched,cognitive_load,max,0.8322408
R2-03,INT,2,native,r1matched,cognitive_load,mean,0.545798536815
R2-03,INT,2,native,r1matched,cognitive_load,median,0.5318545
R2-03,INT,2,native,r1matched,cognitive_load,min,0.2279669
R2-03,INT,2,native,r1matched,cognitive_load,sd,0.124576353389
R2-03,INT,2,native,r1matched,cognitive_load,slope,5.24363826092e-05
R2-03,INT,2,native,r1matched,cognitive_load,third1,0.534711175479
R2-03,INT,2,native,r1matched,cognitive_load,third2,0.524995154789
R2-03,INT,2,native,r1matched,cognitive_load,third3,0.577446765019
R2-03,INT,2,native,r1matched,eye_gaze_deviation,delta_last_first_third,0.00115222349245
R2-03,INT,2,native,r1matched,eye_gaze_deviation,max,0.509829483526
R2-03,INT,2,native,r1matched,eye_gaze_deviation,mean,0.134917770885
R2-03,INT,2,native,r1matched,eye_gaze_deviation,median,0.118101754651
R2-03,INT,2,native,r1matched,eye_gaze_deviation,min,0.00356280952761
R2-03,INT,2,native,r1matched,eye_gaze_deviation,sd,0.0821214762927
R2-03,INT,2,native,r1matched,eye_gaze_deviation,slope,1.41991594656e-06
R2-03,INT,2,native,r1matched,eye_gaze_deviation,third1,0.128535647007
R2-03,INT,2,native,r1matched,eye_gaze_deviation,third2,0.146529515359
R2-03,INT,2,native,r1matched,eye_gaze_deviation,third3,0.129688325045
R2-03,INT,2,native,r1matched,eye_openness,third1,0.948580712989
R2-03,INT,2,native,r1matched,eye_openness,third2,0.940106406703
R2-03,INT,2,native,r1matched,eye_openness,third3,0.942961358351
R2-03,INT,2,native,r1matched,hr,delta_last_first_third,-0.538461538462
R2-03,INT,2,native,r1matched,hr,max,98
R2-03,INT,2,native,r1matched,hr,mean,88.4683544304
R2-03,INT,2,native,r1matched,hr,median,89
R2-03,INT,2,native,r1matched,hr,min,79
R2-03,INT,2,native,r1matched,hr,sd,3.9867150184
R2-03,INT,2,native,r1matched,hr,slope,-0.000289655091143
R2-03,INT,2,native,r1matched,hr,third1,87.75
R2-03,INT,2,native,r1matched,hr,third2,90.6730769231
R2-03,INT,2,native,r1matched,hr,third3,87.037037037
R2-03,INT,2,native,r1matched,left_eye_dilation,delta_last_first_third,0.194984899619
R2-03,INT,2,native,r1matched,left_eye_dilation,max,5.530777
R2-03,INT,2,native,r1matched,left_eye_dilation,mean,4.05177894243
R2-03,INT,2,native,r1matched,left_eye_dilation,median,4.077606
R2-03,INT,2,native,r1matched,left_eye_dilation,min,2.437378
R2-03,INT,2,native,r1matched,left_eye_dilation,sd,0.474975342043
R2-03,INT,2,native,r1matched,left_eye_dilation,slope,0.000300807629793
R2-03,INT,2,native,r1matched,left_eye_dilation,third1,3.94585030369
R2-03,INT,2,native,r1matched,left_eye_dilation,third2,4.06861957031
R2-03,INT,2,native,r1matched,left_eye_dilation,third3,4.14086397348
R2-03,INT,2,native,r1matched,right_eye_dilation,delta_last_first_third,0.14569339491
R2-03,INT,2,native,r1matched,right_eye_dilation,max,4.717209
R2-03,INT,2,native,r1matched,right_eye_dilation,mean,3.66018633095
R2-03,INT,2,native,r1matched,right_eye_dilation,median,3.689743
R2-03,INT,2,native,r1matched,right_eye_dilation,min,2.071854
R2-03,INT,2,native,r1matched,right_eye_dilation,sd,0.383269315048
R2-03,INT,2,native,r1matched,right_eye_dilation,slope,0.000256666147979
R2-03,INT,2,native,r1matched,right_eye_dilation,third1,3.5791286685
R2-03,INT,2,native,r1matched,right_eye_dilation,third2,3.67656712235
R2-03,INT,2,native,r1matched,right_eye_dilation,third3,3.72485879518
R2-04,BOR,2,native,full,cognitive_load,delta_last_first_third,0.153140934877
R2-04,BOR,2,native,full,cognitive_load,max,0.969304
R2-04,BOR,2,native,full,cognitive_load,mean,0.472906090452
R2-04,BOR,2,native,full,cognitive_load,median,0.48018755
R2-04,BOR,2,native,full,cognitive_load,min,0.1522559
R2-04,BOR,2,native,full,cognitive_load,sd,0.184438559265
R2-04,BOR,2,native,full,cognitive_load,slope,0.000226570596973
R2-04,BOR,2,native,full,cognitive_load,third1,0.405289462963
R2-04,BOR,2,native,full,cognitive_load,third2,0.455370316358
R2-04,BOR,2,native,full,cognitive_load,third3,0.557536084663
R2-04,BOR,2,native,full,eye_gaze_deviation,delta_last_first_third,0.0245290529882
R2-04,BOR,2,native,full,eye_gaze_deviation,max,0.622020171305
R2-04,BOR,2,native,full,eye_gaze_deviation,mean,0.146454225533
R2-04,BOR,2,native,full,eye_gaze_deviation,median,0.121732598556
R2-04,BOR,2,native,full,eye_gaze_deviation,min,0.00838360520137
R2-04,BOR,2,native,full,eye_gaze_deviation,sd,0.098928812666
R2-04,BOR,2,native,full,eye_gaze_deviation,slope,2.85560622062e-05
R2-04,BOR,2,native,full,eye_gaze_deviation,third1,0.124463333856
R2-04,BOR,2,native,full,eye_gaze_deviation,third2,0.165906955897
R2-04,BOR,2,native,full,eye_gaze_deviation,third3,0.148992386845
R2-04,BOR,2,native,full,eye_openness,third1,0.93374861231
R2-04,BOR,2,native,full,eye_openness,third2,0.912137658813
R2-04,BOR,2,native,full,eye_openness,third3,0.920673492044
R2-04,BOR,2,native,full,hr,delta_last_first_third,-2.61194029851
R2-04,BOR,2,native,full,hr,max,115
R2-04,BOR,2,native,full,hr,mean,72.9950248756
R2-04,BOR,2,native,full,hr,median,69
R2-04,BOR,2,native,full,hr,min,58
R2-04,BOR,2,native,full,hr,sd,13.348969066
R2-04,BOR,2,native,full,hr,slope,-0.00249625443254
R2-04,BOR,2,native,full,hr,third1,75.4626865672
R2-04,BOR,2,native,full,hr,third2,70.671641791
R2-04,BOR,2,native,full,hr,third3,72.8507462687
R2-04,BOR,2,native,full,left_eye_dilation,delta_last_first_third,-0.19527715847
R2-04,BOR,2,native,full,left_eye_dilation,max,5.143738
R2-04,BOR,2,native,full,left_eye_dilation,mean,3.67686447933
R2-04,BOR,2,native,full,left_eye_dilation,median,3.588943
R2-04,BOR,2,native,full,left_eye_dilation,min,1.834778
R2-04,BOR,2,native,full,left_eye_dilation,sd,0.401191373418
R2-04,BOR,2,native,full,left_eye_dilation,slope,-0.000151406382571
R2-04,BOR,2,native,full,left_eye_dilation,third1,3.82697869476
R2-04,BOR,2,native,full,left_eye_dilation,third2,3.57191320695
R2-04,BOR,2,native,full,left_eye_dilation,third3,3.63170153629
R2-04,BOR,2,native,full,right_eye_dilation,delta_last_first_third,-0.232103871698
R2-04,BOR,2,native,full,right_eye_dilation,max,5.573318
R2-04,BOR,2,native,full,right_eye_dilation,mean,3.8488472085
R2-04,BOR,2,native,full,right_eye_dilation,median,3.7417525
R2-04,BOR,2,native,full,right_eye_dilation,min,2.136475
R2-04,BOR,2,native,full,right_eye_dilation,sd,0.461522317935
R2-04,BOR,2,native,full,right_eye_dilation,slope,-0.0001904342827
R2-04,BOR,2,native,full,right_eye_dilation,third1,4.02673364019
R2-04,BOR,2,native,full,right_eye_dilation,third2,3.72519457568
R2-04,BOR,2,native,full,right_eye_dilation,third3,3.79461633929
R2-04,BOR,2,native,r1matched,cognitive_load,delta_last_first_third,0.112351638521
R2-04,BOR,2,native,r1matched,cognitive_load,max,0.969304
R2-04,BOR,2,native,r1matched,cognitive_load,mean,0.456946393532
R2-04,BOR,2,native,r1matched,cognitive_load,median,0.4385474
R2-04,BOR,2,native,r1matched,cognitive_load,min,0.1522559
R2-04,BOR,2,native,r1matched,cognitive_load,sd,0.179643228546
R2-04,BOR,2,native,r1matched,cognitive_load,slope,0.000210065659108
R2-04,BOR,2,native,r1matched,cognitive_load,third1,0.41091331323
R2-04,BOR,2,native,r1matched,cognitive_load,third2,0.434467142023
R2-04,BOR,2,native,r1matched,cognitive_load,third3,0.524929672587
R2-04,BOR,2,native,r1matched,eye_gaze_deviation,delta_last_first_third,0.00812037612981
R2-04,BOR,2,native,r1matched,eye_gaze_deviation,max,0.617255755499
R2-04,BOR,2,native,r1matched,eye_gaze_deviation,mean,0.156562139748
R2-04,BOR,2,native,r1matched,eye_gaze_deviation,median,0.131904605224
R2-04,BOR,2,native,r1matched,eye_gaze_deviation,min,0.0102071071814
R2-04,BOR,2,native,r1matched,eye_gaze_deviation,sd,0.102553911945
R2-04,BOR,2,native,r1matched,eye_gaze_deviation,slope,6.97691760886e-06
R2-04,BOR,2,native,r1matched,eye_gaze_deviation,third1,0.145838109643
R2-04,BOR,2,native,r1matched,eye_gaze_deviation,third2,0.169889823828
R2-04,BOR,2,native,r1matched,eye_gaze_deviation,third3,0.153958485773
R2-04,BOR,2,native,r1matched,eye_openness,third1,0.930203989267
R2-04,BOR,2,native,r1matched,eye_openness,third2,0.917870882229
R2-04,BOR,2,native,r1matched,eye_openness,third3,0.910942298368
R2-04,BOR,2,native,r1matched,hr,delta_last_first_third,8.33333333333
R2-04,BOR,2,native,r1matched,hr,max,109
R2-04,BOR,2,native,r1matched,hr,mean,71.864516129
R2-04,BOR,2,native,r1matched,hr,median,68
R2-04,BOR,2,native,r1matched,hr,min,58
R2-04,BOR,2,native,r1matched,hr,sd,12.1115365307
R2-04,BOR,2,native,r1matched,hr,slope,0.0165955807653
R2-04,BOR,2,native,r1matched,hr,third1,70.1764705882
R2-04,BOR,2,native,r1matched,hr,third2,65.7254901961
R2-04,BOR,2,native,r1matched,hr,third3,79.3962264151
R2-04,BOR,2,native,r1matched,left_eye_dilation,delta_last_first_third,-0.391414989128
R2-04,BOR,2,native,r1matched,left_eye_dilation,max,5.143738
R2-04,BOR,2,native,r1matched,left_eye_dilation,mean,3.68145136031
R2-04,BOR,2,native,r1matched,left_eye_dilation,median,3.602921
R2-04,BOR,2,native,r1matched,left_eye_dilation,min,1.834778
R2-04,BOR,2,native,r1matched,left_eye_dilation,sd,0.383861626497
R2-04,BOR,2,native,r1matched,left_eye_dilation,slope,-0.000641647943882
R2-04,BOR,2,native,r1matched,left_eye_dilation,third1,3.9563159372
R2-04,BOR,2,native,r1matched,left_eye_dilation,third2,3.52313719566
R2-04,BOR,2,native,r1matched,left_eye_dilation,third3,3.56490094808
R2-04,BOR,2,native,r1matched,right_eye_dilation,delta_last_first_third,-0.469633636687
R2-04,BOR,2,native,r1matched,right_eye_dilation,max,5.573318
R2-04,BOR,2,native,r1matched,right_eye_dilation,mean,3.85886273202
R2-04,BOR,2,native,r1matched,right_eye_dilation,median,3.764633
R2-04,BOR,2,native,r1matched,right_eye_dilation,min,2.136475
R2-04,BOR,2,native,r1matched,right_eye_dilation,sd,0.434853206939
R2-04,BOR,2,native,r1matched,right_eye_dilation,slope,-0.000784745050794
R2-04,BOR,2,native,r1matched,right_eye_dilation,third1,4.18439395135
R2-04,BOR,2,native,r1matched,right_eye_dilation,third2,3.6774450337
R2-04,BOR,2,native,r1matched,right_eye_dilation,third3,3.71475946856
R2-04,CLC,2,native,full,cognitive_load,delta_last_first_third,-0.0905189571885
R2-04,CLC,2,native,full,cognitive_load,max,1
R2-04,CLC,2,native,full,cognitive_load,mean,0.475527961596
R2-04,CLC,2,native,full,cognitive_load,median,0.49760835
R2-04,CLC,2,native,full,cognitive_load,min,0.1313788
R2-04,CLC,2,native,full,cognitive_load,sd,0.18116239983
R2-04,CLC,2,native,full,cognitive_load,slope,-9.30240699883e-05
R2-04,CLC,2,native,full,cognitive_load,third1,0.544379172204
R2-04,CLC,2,native,full,cognitive_load,third2,0.427652205431
R2-04,CLC,2,native,full,cognitive_load,third3,0.454619307962
R2-04,CLC,2,native,full,eye_gaze_deviation,delta_last_first_third,-0.0324889855896
R2-04,CLC,2,native,full,eye_gaze_deviation,max,0.675982517423
R2-04,CLC,2,native,full,eye_gaze_deviation,mean,0.143681290552
R2-04,CLC,2,native,full,eye_gaze_deviation,median,0.109740020412
R2-04,CLC,2,native,full,eye_gaze_deviation,min,0.00697979202043
R2-04,CLC,2,native,full,eye_gaze_deviation,sd,0.105816710967
R2-04,CLC,2,native,full,eye_gaze_deviation,slope,-4.38635791459e-05
R2-04,CLC,2,native,full,eye_gaze_deviation,third1,0.157567144726
R2-04,CLC,2,native,full,eye_gaze_deviation,third2,0.14840383245
R2-04,CLC,2,native,full,eye_gaze_deviation,third3,0.125073817173
R2-04,CLC,2,native,full,eye_openness,third1,0.964367843064
R2-04,CLC,2,native,full,eye_openness,third2,0.946428571429
R2-04,CLC,2,native,full,eye_openness,third3,0.925204148677
R2-04,CLC,2,native,full,hr,delta_last_first_third,-3.6
R2-04,CLC,2,native,full,hr,max,97
R2-04,CLC,2,native,full,hr,mean,72.980952381
R2-04,CLC,2,native,full,hr,median,72
R2-04,CLC,2,native,full,hr,min,56
R2-04,CLC,2,native,full,hr,sd,8.23399529478
R2-04,CLC,2,native,full,hr,slope,-0.00315985807773
R2-04,CLC,2,native,full,hr,third1,73.5285714286
R2-04,CLC,2,native,full,hr,third2,75.4857142857
R2-04,CLC,2,native,full,hr,third3,69.9285714286
R2-04,CLC,2,native,full,left_eye_dilation,delta_last_first_third,0.154095915188
R2-04,CLC,2,native,full,left_eye_dilation,max,4.663086
R2-04,CLC,2,native,full,left_eye_dilation,mean,3.72779538881
R2-04,CLC,2,native,full,left_eye_dilation,median,3.720337
R2-04,CLC,2,native,full,left_eye_dilation,min,3.030304
R2-04,CLC,2,native,full,left_eye_dilation,sd,0.237570108309
R2-04,CLC,2,native,full,left_eye_dilation,slope,0.000227407869167
R2-04,CLC,2,native,full,left_eye_dilation,third1,3.64032889511
R2-04,CLC,2,native,full,left_eye_dilation,third2,3.74864483569
R2-04,CLC,2,native,full,left_eye_dilation,third3,3.79440912982
R2-04,CLC,2,native,full,right_eye_dilation,delta_last_first_third,0.2121703839
R2-04,CLC,2,native,full,right_eye_dilation,max,4.91835
R2-04,CLC,2,native,full,right_eye_dilation,mean,3.96513344158
R2-04,CLC,2,native,full,right_eye_dilation,median,3.968445
R2-04,CLC,2,native,full,right_eye_dilation,min,3.233246
R2-04,CLC,2,native,full,right_eye_dilation,sd,0.254706473663
R2-04,CLC,2,native,full,right_eye_dilation,slope,0.000298280350808
R2-04,CLC,2,native,full,right_eye_dilation,third1,3.84690148259
R2-04,CLC,2,native,full,right_eye_dilation,third2,3.98942697567
R2-04,CLC,2,native,full,right_eye_dilation,third3,4.05907186649
R2-04,CLC,2,native,r1matched,cognitive_load,delta_last_first_third,-0.13304885813
R2-04,CLC,2,native,r1matched,cognitive_load,max,1
R2-04,CLC,2,native,r1matched,cognitive_load,mean,0.474967709472
R2-04,CLC,2,native,r1matched,cognitive_load,median,0.5005637
R2-04,CLC,2,native,r1matched,cognitive_load,min,0.1313788
R2-04,CLC,2,native,r1matched,cognitive_load,sd,0.182633351752
R2-04,CLC,2,native,r1matched,cognitive_load,slope,-0.000226172200846
R2-04,CLC,2,native,r1matched,cognitive_load,third1,0.562829689837
R2-04,CLC,2,native,r1matched,cognitive_load,third2,0.432221960163
R2-04,CLC,2,native,r1matched,cognitive_load,third3,0.430034135223
R2-04,CLC,2,native,r1matched,eye_gaze_deviation,delta_last_first_third,-0.0476052386015
R2-04,CLC,2,native,r1matched,eye_gaze_deviation,max,0.684122278238
R2-04,CLC,2,native,r1matched,eye_gaze_deviation,mean,0.147113029359
R2-04,CLC,2,native,r1matched,eye_gaze_deviation,median,0.112244027086
R2-04,CLC,2,native,r1matched,eye_gaze_deviation,min,0.0075166648322
R2-04,CLC,2,native,r1matched,eye_gaze_deviation,sd,0.109198270371
R2-04,CLC,2,native,r1matched,eye_gaze_deviation,slope,-9.78935523396e-05
R2-04,CLC,2,native,r1matched,eye_gaze_deviation,third1,0.167206889247
R2-04,CLC,2,native,r1matched,eye_gaze_deviation,third2,0.154528493756
R2-04,CLC,2,native,r1matched,eye_gaze_deviation,third3,0.119605452196
R2-04,CLC,2,native,r1matched,eye_openness,third1,0.969361483007
R2-04,CLC,2,native,r1matched,eye_openness,third2,0.949142787908
R2-04,CLC,2,native,r1matched,eye_openness,third3,0.940192039741
R2-04,CLC,2,native,r1matched,hr,delta_last_first_third,-7.83018867925
R2-04,CLC,2,native,r1matched,hr,max,97
R2-04,CLC,2,native,r1matched,hr,mean,72.7204968944
R2-04,CLC,2,native,r1matched,hr,median,72
R2-04,CLC,2,native,r1matched,hr,min,56
R2-04,CLC,2,native,r1matched,hr,sd,8.85382063019
R2-04,CLC,2,native,r1matched,hr,slope,-0.0115249681323
R2-04,CLC,2,native,r1matched,hr,third1,75.0377358491
R2-04,CLC,2,native,r1matched,hr,third2,75.9245283019
R2-04,CLC,2,native,r1matched,hr,third3,67.4
R2-04,CLC,2,native,r1matched,left_eye_dilation,delta_last_first_third,0.155506844462
R2-04,CLC,2,native,r1matched,left_eye_dilation,max,4.663086
R2-04,CLC,2,native,r1matched,left_eye_dilation,mean,3.73394171505
R2-04,CLC,2,native,r1matched,left_eye_dilation,median,3.726944
R2-04,CLC,2,native,r1matched,left_eye_dilation,min,3.030304
R2-04,CLC,2,native,r1matched,left_eye_dilation,sd,0.248251191068
R2-04,CLC,2,native,r1matched,left_eye_dilation,slope,0.000300629353067
R2-04,CLC,2,native,r1matched,left_eye_dilation,third1,3.63603936205
R2-04,CLC,2,native,r1matched,left_eye_dilation,third2,3.77423957658
R2-04,CLC,2,native,r1matched,left_eye_dilation,third3,3.79154620652
R2-04,CLC,2,native,r1matched,right_eye_dilation,delta_last_first_third,0.227486536873
R2-04,CLC,2,native,r1matched,right_eye_dilation,max,4.91835
R2-04,CLC,2,native,r1matched,right_eye_dilation,mean,3.97595569073
R2-04,CLC,2,native,r1matched,right_eye_dilation,median,3.98465
R2-04,CLC,2,native,r1matched,right_eye_dilation,min,3.233246
R2-04,CLC,2,native,r1matched,right_eye_dilation,sd,0.264807719756
R2-04,CLC,2,native,r1matched,right_eye_dilation,slope,0.000422001113272
R2-04,CLC,2,native,r1matched,right_eye_dilation,third1,3.84144089147
R2-04,CLC,2,native,r1matched,right_eye_dilation,third2,4.01749875238
R2-04,CLC,2,native,r1matched,right_eye_dilation,third3,4.06892742834
R2-04,INT,2,native,full,cognitive_load,delta_last_first_third,-0.0264800045872
R2-04,INT,2,native,full,cognitive_load,max,1
R2-04,INT,2,native,full,cognitive_load,mean,0.516065824338
R2-04,INT,2,native,full,cognitive_load,median,0.53092175
R2-04,INT,2,native,full,cognitive_load,min,0.1679577
R2-04,INT,2,native,full,cognitive_load,sd,0.181603377824
R2-04,INT,2,native,full,cognitive_load,slope,-7.62207193148e-05
R2-04,INT,2,native,full,cognitive_load,third1,0.546793540979
R2-04,INT,2,native,full,cognitive_load,third2,0.48162610367
R2-04,INT,2,native,full,cognitive_load,third3,0.51976651128
R2-04,INT,2,native,full,eye_gaze_deviation,delta_last_first_third,0.00738448948773
R2-04,INT,2,native,full,eye_gaze_deviation,max,0.60569670337
R2-04,INT,2,native,full,eye_gaze_deviation,mean,0.132436050007
R2-04,INT,2,native,full,eye_gaze_deviation,median,0.104645255044
R2-04,INT,2,native,full,eye_gaze_deviation,min,0.00562558664474
R2-04,INT,2,native,full,eye_gaze_deviation,sd,0.0959578038045
R2-04,INT,2,native,full,eye_gaze_deviation,slope,7.12238690545e-06
R2-04,INT,2,native,full,eye_gaze_deviation,third1,0.131322336303
R2-04,INT,2,native,full,eye_gaze_deviation,third2,0.127278987927
R2-04,INT,2,native,full,eye_gaze_deviation,third3,0.13870682579
R2-04,INT,2,native,full,eye_openness,third1,0.939012502132
R2-04,INT,2,native,full,eye_openness,third2,0.921563132113
R2-04,INT,2,native,full,eye_openness,third3,0.926707120924
R2-04,INT,2,native,full,hr,delta_last_first_third,-4.80882352941
R2-04,INT,2,native,full,hr,max,91
R2-04,INT,2,native,full,hr,mean,75.7087378641
R2-04,INT,2,native,full,hr,median,76
R2-04,INT,2,native,full,hr,min,66
R2-04,INT,2,native,full,hr,sd,4.7382842793
R2-04,INT,2,native,full,hr,slope,-0.00730936138392
R2-04,INT,2,native,full,hr,third1,77.7205882353
R2-04,INT,2,native,full,hr,third2,76.4117647059
R2-04,INT,2,native,full,hr,third3,73.0714285714
R2-04,INT,2,native,full,left_eye_dilation,delta_last_first_third,0.255973799649
R2-04,INT,2,native,full,left_eye_dilation,max,5.4823
R2-04,INT,2,native,full,left_eye_dilation,mean,3.87036129212
R2-04,INT,2,native,full,left_eye_dilation,median,3.84256
R2-04,INT,2,native,full,left_eye_dilation,min,2.643219
R2-04,INT,2,native,full,left_eye_dilation,sd,0.415614089558
R2-04,INT,2,native,full,left_eye_dilation,slope,0.000404597919461
R2-04,INT,2,native,full,left_eye_dilation,third1,3.76278718298
R2-04,INT,2,native,full,left_eye_dilation,third2,3.82953571075
R2-04,INT,2,native,full,left_eye_dilation,third3,4.01876098263
R2-04,INT,2,native,full,right_eye_dilation,delta_last_first_third,0.302352379708
R2-04,INT,2,native,full,right_eye_dilation,max,5.592331
R2-04,INT,2,native,full,right_eye_dilation,mean,4.07326326494
R2-04,INT,2,native,full,right_eye_dilation,median,4.065201
R2-04,INT,2,native,full,right_eye_dilation,min,2.744339
R2-04,INT,2,native,full,right_eye_dilation,sd,0.446182391982
R2-04,INT,2,native,full,right_eye_dilation,slope,0.000481547531654
R2-04,INT,2,native,full,right_eye_dilation,third1,3.93122069214
R2-04,INT,2,native,full,right_eye_dilation,third2,4.0550179717
R2-04,INT,2,native,full,right_eye_dilation,third3,4.23354691563
R2-04,INT,2,native,r1matched,cognitive_load,delta_last_first_third,0.0435609088123
R2-04,INT,2,native,r1matched,cognitive_load,max,1
R2-04,INT,2,native,r1matched,cognitive_load,mean,0.516732990318
R2-04,INT,2,native,r1matched,cognitive_load,median,0.5305615
R2-04,INT,2,native,r1matched,cognitive_load,min,0.1679577
R2-04,INT,2,native,r1matched,cognitive_load,sd,0.179612352386
R2-04,INT,2,native,r1matched,cognitive_load,slope,0.000100838213608
R2-04,INT,2,native,r1matched,cognitive_load,third1,0.502899645977
R2-04,INT,2,native,r1matched,cognitive_load,third2,0.500428189272
R2-04,INT,2,native,r1matched,cognitive_load,third3,0.546641948289
R2-04,INT,2,native,r1matched,eye_gaze_deviation,delta_last_first_third,0.00785320197194
R2-04,INT,2,native,r1matched,eye_gaze_deviation,max,0.601503915718
R2-04,INT,2,native,r1matched,eye_gaze_deviation,mean,0.128187496818
R2-04,INT,2,native,r1matched,eye_gaze_deviation,median,0.0981772876102
R2-04,INT,2,native,r1matched,eye_gaze_deviation,min,0.0048174007692
R2-04,INT,2,native,r1matched,eye_gaze_deviation,sd,0.0968776087621
R2-04,INT,2,native,r1matched,eye_gaze_deviation,slope,1.2617939873e-05
R2-04,INT,2,native,r1matched,eye_gaze_deviation,third1,0.122568831135
