stimulus,round,channel,pct_of_episode,median,q1,q3,n_subjects
INT,1,pupil dilation,41.5,3.04092742826,2.79966991442,3.43262177794,8
INT,1,pupil dilation,42.5,3.03114309833,2.94383831818,3.4097832654,8
INT,1,pupil dilation,43.5,3.11734762375,2.94493679305,3.46188551656,8
INT,1,pupil dilation,44.5,3.26614665637,2.98034056607,3.63831281,8
INT,1,pupil dilation,45.5,3.16322310927,3.01682932083,3.68042113765,8
INT,1,pupil dilation,46.5,3.39894748583,3.12859430953,3.64933187476,8
INT,1,pupil dilation,47.5,3.40210814664,3.05934895757,3.68633443958,8
INT,1,pupil dilation,48.5,3.23829419591,2.99464804352,3.57029501748,8
INT,1,pupil dilation,49.5,3.21503663043,3.08492197917,3.67445552605,8
INT,1,pupil dilation,50.5,3.2017557883,2.8517596425,3.68965033586,8
INT,1,pupil dilation,51.5,3.40200836785,3.01907354773,3.70590321072,8
INT,1,pupil dilation,52.5,3.40660753509,3.08476726861,3.72322362966,8
INT,1,pupil dilation,53.5,3.25554145541,3.1218058956,3.65250653003,8
INT,1,pupil dilation,54.5,3.249549835,3.17316323822,3.77713492935,8
INT,1,pupil dilation,55.5,3.42088051389,3.19421268021,3.69044458696,8
INT,1,pupil dilation,56.5,3.22992271521,3.00342308929,3.45124852232,8
INT,1,pupil dilation,57.5,3.38155354293,3.25267727142,3.52787103978,8
INT,1,pupil dilation,58.5,3.42738131565,3.02776482479,3.75324643415,8
INT,1,pupil dilation,59.5,3.4258000625,3.14852399105,3.53226161544,8
INT,1,pupil dilation,60.5,3.39622882609,3.25393647651,3.56816730214,8
INT,1,pupil dilation,61.5,3.33082315333,3.02900474759,3.61303777941,8
INT,1,pupil dilation,62.5,3.32817327291,3.04865245634,3.70576672436,8
INT,1,pupil dilation,63.5,3.28638853783,3.03084497219,3.53974267262,8
INT,1,pupil dilation,64.5,3.4598192802,3.19832822308,3.69464664911,8
INT,1,pupil dilation,65.5,3.54491354976,3.23467338131,3.67828744844,8
INT,1,pupil dilation,66.5,3.37046859699,3.28119025282,3.63419235982,8
INT,1,pupil dilation,67.5,3.28824621097,3.04932877656,3.46189517614,8
INT,1,pupil dilation,68.5,3.46686686291,3.11766147553,3.60910446875,8
INT,1,pupil dilation,69.5,3.40573464432,3.05673663079,3.60207351864,8
INT,1,pupil dilation,70.5,3.26977399787,2.93400672174,3.82353974733,8
INT,1,pupil dilation,71.5,3.45819852048,3.17819645938,3.7534438725,8
INT,1,pupil dilation,72.5,3.35588087994,3.12725961125,3.64373531149,8
INT,1,pupil dilation,73.5,3.15686083106,2.97636336065,3.57369271566,8
INT,1,pupil dilation,74.5,3.18604157313,2.8482888475,3.29234332,8
INT,1,pupil dilation,75.5,3.54410121636,3.13385634375,3.66210180571,8
INT,1,pupil dilation,76.5,3.37226310065,3.15914043778,3.72101908077,8
INT,1,pupil dilation,77.5,3.32737164629,3.17025870893,3.64148655625,8
INT,1,pupil dilation,78.5,3.22894975631,3.20943088294,3.58981756394,8
INT,1,pupil dilation,79.5,3.49062604762,3.0871764625,3.69808248314,8
INT,1,pupil dilation,80.5,3.2852886875,2.92074354605,3.55817714647,8
INT,1,pupil dilation,81.5,3.30031916304,3.06547634191,3.58016114467,8
INT,1,pupil dilation,82.5,3.57824202159,3.0650547933,3.78564266,8
INT,1,pupil dilation,83.5,3.58286413096,3.34230610647,4.08097257887,8
INT,1,pupil dilation,84.5,3.34250639286,3.06191404444,3.63857514354,8
INT,1,pupil dilation,85.5,3.42057325595,3.31526490982,3.70465985577,8
INT,1,pupil dilation,86.5,3.36947274954,3.16858492045,3.55701195937,8
INT,1,pupil dilation,87.5,3.52912157296,3.17709055842,3.65767145312,8
INT,1,pupil dilation,88.5,3.4026196281,3.12271603414,3.64397297475,8
INT,1,pupil dilation,89.5,3.27886805264,3.0691839481,3.44272015214,8
INT,1,pupil dilation,90.5,3.48898146853,2.94869450868,3.68315640969,8
INT,1,pupil dilation,91.5,3.30476925433,2.93971358578,3.46679426637,8
INT,1,pupil dilation,92.5,3.22315596785,2.92257921079,3.48262185402,8
INT,1,pupil dilation,93.5,3.23415571023,3.00341692548,3.4824777771,8
INT,1,pupil dilation,94.5,3.2065691886,2.89171295833,3.44270941442,8
INT,1,pupil dilation,95.5,3.21274150568,2.98773764571,3.4776270243,8
INT,1,pupil dilation,96.5,3.24912699048,2.93838993606,3.48218302885,8
INT,1,pupil dilation,97.5,3.34766964286,2.94392201686,3.44025729,8
INT,1,pupil dilation,98.5,3.42865416513,3.02010923065,3.51844341842,8
INT,1,pupil dilation,99.5,3.29363571988,2.99294653994,3.4650847875,8
INT,2,pupil dilation,0.5,3.98806467684,3.68479470274,4.29622184028,4
INT,2,pupil dilation,1.5,4.03459727314,3.78044513115,4.07846435024,4
INT,2,pupil dilation,2.5,4.20547476552,4.1612963715,4.24965315954,4
INT,2,pupil dilation,3.5,3.5334702167,3.52169077774,4.10795390905,4
INT,2,pupil dilation,4.5,3.8525578003,3.38076111765,4.31162734703,4
INT,2,pupil dilation,5.5,3.95098649196,3.65954252696,4.09154707843,4
INT,2,pupil dilation,6.5,3.57043118245,3.29414008337,3.84897558613,4
INT,2,pupil dilation,7.5,3.32396158432,3.12722729961,3.65744652409,4
INT,2,pupil dilation,8.5,3.84513272284,3.41055128584,4.16275063912,4
INT,2,pupil dilation,9.5,3.3283541767,3.16173042746,3.69080606293,4
INT,2,pupil dilation,10.5,3.35513154466,3.01624911232,3.68410503078,4
INT,2,pupil dilation,11.5,3.22865650564,2.90645405614,3.76332041859,4
INT,2,pupil dilation,12.5,3.13500551483,2.97321897792,3.54661625956,4
INT,2,pupil dilation,13.5,3.19179978784,2.99215425079,3.58064552193,4
INT,2,pupil dilation,14.5,3.47533840979,3.01519802521,4.109786084,4
INT,2,pupil dilation,15.5,3.44776215855,2.95771111561,4.00841114125,4
INT,2,pupil dilation,16.5,3.7653134896,3.32264862358,4.0875088912,4
INT,2,pupil dilation,17.5,4.11908891813,3.39283254954,4.64603255118,4
INT,2,pupil dilation,18.5,3.72306160065,3.207150063,4.28357063282,4
INT,2,pupil dilation,19.5,3.66396389922,3.2313583836,4.07760177442,4
INT,2,pupil dilation,20.5,3.82958302395,3.37761603279,4.28245764072,4
INT,2,pupil dilation,21.5,3.83127705949,3.59660502185,4.12502776574,4
INT,2,pupil dilation,22.5,3.47727248186,3.04753840524,4.07143319576,4
INT,2,pupil dilation,23.5,3.65428847257,3.45439186978,3.91758298566,4
INT,2,pupil dilation,24.5,3.77213321025,3.24966004209,4.31872279339,4
INT,2,pupil dilation,25.5,3.48589901832,3.11215056539,3.91859487301,4
INT,2,pupil dilation,26.5,3.82039058583,3.53121081963,3.90980463653,4
INT,2,pupil dilation,27.5,3.8223191452,3.51732590202,4.0212613815,4
INT,2,pupil dilation,28.5,3.49607816654,3.36853332632,3.62914594095,4
INT,2,pupil dilation,29.5,3.37972485407,3.16679938681,3.81792722751,4
INT,2,pupil dilation,30.5,3.5683072453,3.29507862298,4.06547331943,4
INT,2,pupil dilation,31.5,3.69270298072,3.09172051513,4.32162338086,4
INT,2,pupil dilation,32.5,3.67783438295,3.13075455291,4.2915959439,4
INT,2,pupil dilation,33.5,3.91821374883,3.37422458131,4.33015812343,4
INT,2,pupil dilation,34.5,3.80802853354,3.31329579172,4.38258817962,4
INT,2,pupil dilation,35.5,3.50993707685,3.01639365406,4.00011449813,4
INT,2,pupil dilation,36.5,3.59559082956,3.22397177799,3.98907730805,4
INT,2,pupil dilation,37.5,3.39215710039,2.93960729357,4.00870019578,4
INT,2,pupil dilation,38.5,3.36342218587,2.90491973236,3.9064025059,4
INT,2,pupil dilation,39.5,3.70453143467,3.35020014048,4.00491679801,4
INT,2,pupil dilation,40.5,3.33348061129,2.98582809389,3.82921259863,4
INT,2,pupil dilation,41.5,3.08178552898,2.85825601046,3.42622859968,4
INT,2,pupil dilation,42.5,3.20418898831,2.98647720266,3.67435798593,4
INT,2,pupil dilation,43.5,3.41499260013,3.18780165479,3.86537503823,4
INT,2,pupil dilation,44.5,3.40333255597,2.99680663099,3.95498434084,4
INT,2,pupil dilation,45.5,3.50029067979,3.14597183349,3.92613743774,4
INT,2,pupil dilation,46.5,3.34100573771,2.89478449541,4.06194425864,4
INT,2,pupil dilation,47.5,3.78165521908,3.23882263589,4.33092097533,4
INT,2,pupil dilation,48.5,3.82351309149,3.15018380222,4.45884211278,4
INT,2,pupil dilation,49.5,3.60306673683,3.13640709003,4.01380013368,4
INT,2,pupil dilation,50.5,3.66260748571,3.14746998595,4.19657070229,4
INT,2,pupil dilation,51.5,3.67648817944,3.2698547989,4.29782844419,4
INT,2,pupil dilation,52.5,3.72830892046,3.33257703795,4.38607904057,4
INT,2,pupil dilation,53.5,3.83279474644,3.39376661434,4.52616757273,4
INT,2,pupil dilation,54.5,4.06945382064,3.6257377256,4.6272574727,4
INT,2,pupil dilation,55.5,3.31590430249,3.3089195466,3.78337028019,4
INT,2,pupil dilation,56.5,3.55757052908,3.3772723114,3.73859381368,4
INT,2,pupil dilation,57.5,3.17769174061,3.14598586491,3.37462175139,4
